priority_band,evidence_category,recommended_action,reason,record_id,record_type,review_state
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:135099d240ba123b1f580215,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:15659beb2180df78ab789daf,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:17f2750c2e3e663c25c83a0b,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:181fa92965b3fe89225e1233,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:25e6ba5b9977e9f4c5c5d5b4,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:34e8d333d98f01d11fd91ecb,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:49d1615aa54067af79ad9ca1,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:621748dd7d004012b6ac7735,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:64481c25e2927aea636ff856,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:64a1cde9c24b87933f6f4578,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:70612589d70705e1c588afe8,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:77c58912c771466038a8e35d,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:808f12ffa39124a54a840bf3,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:8592a5d94b502a19a9b5f13b,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:8c7bd2e7fd05ea455a5c34b0,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:94af551ba87d121e6fa7d061,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:96437516df0a42259039ef7b,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:96a3d67780e0fa435578d80e,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:98908e653d59216d6b6f1a43,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:994bcadc9c8d1df69881187b,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:9c754f52d93703ade363912c,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:a91504c632b2673648711e32,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:be93b7c24f477cd6e8459519,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:c4da7065374d49bb8fea1acc,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:ce0c8b505a7cf72649372d65,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:e76240c14299737b1f8c4ab6,semantic_pilot_record,provisional
P0,semantic_interpretation,perform domain review and record explicit reviewer sign-off,semantic_interpretation_unverified,ibc2018:semantic-pilot:e99c8448b9da4dd55f632fae,semantic_pilot_record,provisional
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0103de2522efc376bf3d57f6,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0177400db702184675ddee99,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:01b3d1b5e5d7548a79decb58,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:02697fa165e29832ebcf0a91,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:03cec3310c794ae190d14801,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:04302e3378edfd720c2bad7c,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:052cb7312f696ac771e55949,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:05339321196145a056b6c8da,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:056c573656c132f1457c1f44,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0570d6bc24a44a60ded5e734,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:05f08aaac61ff2ff6f9a805d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:07896870cdaede1ae574b06d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:079a5323346f068a9c449143,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:081e74cd53a57466f8cc5e16,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:083f653166591c61990b7439,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:09041d22f7e737021cc1e93a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:091a62d3f3805ecde0fcb38e,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:092af2621c21e89ad2c2f44b,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:09a280bc5705532587dda630,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0abc596d3ee97b6977978d72,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0b7d6d586ba23295e35402d3,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0bc378bc5bf2194fbbdd1c9c,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0bc509f10f24d78dbca2a2e7,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0bd8675209a85c30c72d7bb3,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0c6b825b1763a92b66835321,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0d18cd64aac648d48e53a4b1,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0d74da0a715b735158790edd,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0f3c9d0868767ff9a45a72ae,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0f76f711a7a9f55fc27c6544,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:0f9fc1b90ae7577f3081a11e,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:10661b3761235af76b10dee5,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:11ca1e6bf799bf398db151bc,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:138de0dfbfe433d800819049,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:150eec45b9919117d04ba7fa,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:154c5772540bc4e74be061bb,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:15d451e5b0c33a449331725a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:16336eb47569c17c4edc2d6a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:169332d71706c5c3c509ec79,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:189dcc36181925a897b82a8f,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:18bc8202ef900b174e3ca9c5,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1a5dc4d1a0838959abbe825f,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1ac664f8d02c5b3ddabfb550,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1afa3923af73c6228edd5058,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1f1c3db134453fc664d55ff0,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1fad2beea1d4550876f65e13,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1fdd3ea6f5ab11e5458e6661,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:1fe6c2b97aeaf7ceca673013,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:20acf131928db4b8aa3b9e0b,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:20e9928a8e168d71d74c2c3f,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2129d0ead94a7bed4d36d868,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:222c0d2ec83ae09bbb86c34e,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:22890027a3ebc4f53bc6446d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:233b11b96cd0ec6552413786,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:235aeffbc68f28777a23f8d9,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:23f7a73db87eb34cfe092891,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2420e6ea879a28599fd89738,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:24e2345362dc9d7dd278a48e,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:25205661f8558e510480b146,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:27328713f788e8e0952dbca7,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2871fcde469d561a1f83394d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:28e6d323dc46f8b55c065db8,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2bf0efca65256d505b89e704,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2c2951ccd30ea9b8b5f9b3df,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2ca8cb1815c4cfa8184bdf17,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2d5610552550475aa7b84e1d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2ea571b1f7892f94e6502f5a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2f02bca33602ece05d76e393,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2f048490e1562f347bad4c99,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2f9b58c1da0c75e714949152,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2fd258bcbc69bd5ea7a04892,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:2fd46eb888be0f876bb2e843,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:31caa19271a637a80142c2d6,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:324d8729d3628774e2107055,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:32a5bfdd7d0d99218bf300c4,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3448a3a5e919782e65b26688,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:367f187ed186f97907ab4e7e,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3686c2ca090dadbf1baa4ade,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:36dc0203bf103ec6d947f98a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:371c851fcdb5bc39d3f34724,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:39bc5b73a24d01480a0a3a06,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:39c59682657b4acfad8daa4c,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3a03cb3ef649504fb88969b1,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3b85213b6a4de46f8ef5be74,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3bb7fecc0d8d4fb2f93fda74,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3e271f13b9354ca3f68ae34f,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3e3cb51884d69731ed564a40,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3e7c756fe16c55ae369f3067,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3e9699209abe3e14c9d27e39,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3f20717d137e159186cf28ed,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:3fd1f9308a8b9654e1dccad6,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4066993c5ab3145c8e260dd5,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:41098859f0fc15d3867fbdb7,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:417c98d8dcfea26163a4ad7d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:41f40af4098e81cd1a2b550c,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:42637a3ed719af579f7a566a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:43202869c50de57d495bbd2d,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:438276b6fc973e428feb7a88,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:441fe1deb4aa874cf68e8240,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4421b6e7a9a15df251ff5397,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4572b0b4972a3e25f44ab909,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:45fbcbc0fd98554c4a97b9b9,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4774cad80db8444e7658e465,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:47c355d08417c2b0b5603085,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4a8734d78ab0e30eb167a386,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4aa44f8d35bf42daec5e0b5a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4bd5c5b8626a6267a0cfde3a,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4c5f1b71c1e72316d6b18c38,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4ca5559e196e140bdab108a0,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4edbc86adb2e67b38b84b476,vector_graphic_region_detection,disputed
P0,vector_graphic_candidate,"inspect private page render and classify as technical graphic, tabular geometry, furniture, or rejected",candidate_vector_region_unclassified,ibc2018:vector-region:4f682ad11689809263ac0c1a,vector_graphic_region_detection,disputed
