conflicts_or_alternate_definitions,definition_text_sha256,external_references,id,internal_references,normalized_term,observed_term,record_type,review_state,scope,source_anchor,source_section
[],0055da0e1d2e89cca854448428e5535fdef0be6de5582ec47e8f2d2dc2c0d229,[],ibc2018:definition:48bd3ff42fac4de3a6266b7f,[],24-HOUR BASIS,24-HOUR BASIS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.027,516.585,305.959,569.575],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0055da0e1d2e89cca854448428e5535fdef0be6de5582ec47e8f2d2dc2c0d229"",""pdf_page"":40,""printed_page"":""13""}",202
[],87fbb2767fdc5baef85848ed98a1c71ef7b8f4a5d70224130a54862304dfd7ad,[],ibc2018:definition:39a1d5c18cedc3eb97fa62a3,[],AAC MASONRY,AAC MASONRY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.027,575.324,306.018,617.437],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""87fbb2767fdc5baef85848ed98a1c71ef7b8f4a5d70224130a54862304dfd7ad"",""pdf_page"":40,""printed_page"":""13""}",202
[],f1f2605c76bddc5f7297a590d805fd0ee71c655e2a4bc2a945687604b837b73b,[],ibc2018:definition:12ab8e7453425d1f65adc6c6,[],ACCESSIBLE,ACCESSIBLE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.027,623.187,305.874,643.223],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f1f2605c76bddc5f7297a590d805fd0ee71c655e2a4bc2a945687604b837b73b"",""pdf_page"":40,""printed_page"":""13""}",202
[],728bb61fa5fe49eaedcc8fd423214fc0cee6ce24cf041472a6841d718ef1499e,[],ibc2018:definition:182c6a0210b923ec920fd815,[],ACCESSIBLE MEANS OF EGRESS,ACCESSIBLE MEANS OF EGRESS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.027,649.052,305.904,680.075],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""728bb61fa5fe49eaedcc8fd423214fc0cee6ce24cf041472a6841d718ef1499e"",""pdf_page"":40,""printed_page"":""13""}",202
[],6bd1e1c72a65f5a30a5ba8260dad43ee47bdfa64eccb85047f4cb1d417909008,[],ibc2018:definition:4b9990209a188042b39a80d2,[],ACCESSIBLE ROUTE,ACCESSIBLE ROUTE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.027,685.848,306.01,705.86],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""6bd1e1c72a65f5a30a5ba8260dad43ee47bdfa64eccb85047f4cb1d417909008"",""pdf_page"":40,""printed_page"":""13""}",202
[],5b4954dbdc20cab404de048a04a16c003130491ee417a85e21c89ccc832c625c,[],ibc2018:definition:d27f5961dada8e7b60218783,[],ACCESSIBLE UNIT,ACCESSIBLE UNIT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.027,711.609,306.258,742.656],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""5b4954dbdc20cab404de048a04a16c003130491ee417a85e21c89ccc832c625c"",""pdf_page"":40,""printed_page"":""13""}",202
[],286a56892a899b9169f49643d4f656b5935ac1956405b8f0221328123b29bbd2,[],ibc2018:definition:693a41a2cb56a510d4b602a2,[],ACCREDITATION BODY,ACCREDITATION BODY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.012,244.488,572.064,308.624],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""286a56892a899b9169f49643d4f656b5935ac1956405b8f0221328123b29bbd2"",""pdf_page"":40,""printed_page"":""13""}",202
[],0671701ddf77ba2dcef97e73c0b83a29981a7a8252584e69925cd35e9519b4a8,[],ibc2018:definition:976452fb9c86c11eaec8267c,[],ADDITION,ADDITION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.013,313.955,571.484,334.078],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0671701ddf77ba2dcef97e73c0b83a29981a7a8252584e69925cd35e9519b4a8"",""pdf_page"":40,""printed_page"":""13""}",202
[],917379bb24897483cac669f052f1e7c16e9cbaea38ea6028e5d85bc1f62eaf02,[],ibc2018:definition:47d0ef4f3639db749eab11d9,[],ADHERED MASONRY VENEER,ADHERED MASONRY VENEER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.012,339.439,572.09,370.542],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""917379bb24897483cac669f052f1e7c16e9cbaea38ea6028e5d85bc1f62eaf02"",""pdf_page"":40,""printed_page"":""13""}",202
[],02eb4c24cda8f8625a31d59809a1917c75d8e1271aa4ee79bd91c136502fd0a8,[],ibc2018:definition:f4d3fb7290449e6a77ac1963,[],ADOBE CONSTRUCTION,ADOBE CONSTRUCTION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.012,375.873,572.274,429.084],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""02eb4c24cda8f8625a31d59809a1917c75d8e1271aa4ee79bd91c136502fd0a8"",""pdf_page"":40,""printed_page"":""13""}",202
[],8bda093c7571d96f4e536e2b798a36e01941434c72db86d5b59325019bc4303d,[],ibc2018:definition:f798e378b81bd6bfa1735da1,[],AEROSOL CONTAINER,AEROSOL CONTAINER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.012,507.399,571.638,549.433],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8bda093c7571d96f4e536e2b798a36e01941434c72db86d5b59325019bc4303d"",""pdf_page"":40,""printed_page"":""13""}",202
[],2d8d260611dee38607ba9cac939ee95b1af768f8829b81371d6631d57119070e,[],ibc2018:definition:905512131d0d272ee1d08483,[],AEROSOL PRODUCT,AEROSOL PRODUCT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.011,554.875,571.847,607.865],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2d8d260611dee38607ba9cac939ee95b1af768f8829b81371d6631d57119070e"",""pdf_page"":40,""printed_page"":""13""}",202
[],3f32a3b29b1b63787c8a9ecfb59e5c2c4b35d577637f1f4e14c90ca15d1c0c37,[],ibc2018:definition:af9d23c9dcb75ad04e6567ad,[],AGGREGATE,AGGREGATE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.011,722.645,571.72,742.711],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""3f32a3b29b1b63787c8a9ecfb59e5c2c4b35d577637f1f4e14c90ca15d1c0c37"",""pdf_page"":40,""printed_page"":""13""}",202
[],76d095f1c335ed02521cd84f2afe83bed4d3bd0e60664862edd9a22735f3a6b8,[],ibc2018:definition:edb246d1fa0c5c4333f8729c,[],AGRICULTURAL BUILDING,AGRICULTURAL BUILDING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.049,77.674,286.159,141.785],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""76d095f1c335ed02521cd84f2afe83bed4d3bd0e60664862edd9a22735f3a6b8"",""pdf_page"":41,""printed_page"":""14""}",202
[],4534ed37f44c1e6c8244bda88d712e3e01a2d703843c8b94a136bd5f6609671e,[],ibc2018:definition:149cf8294e42531e8b87a58f,[],AIR-IMPERMEABLE INSULATION,AIR-IMPERMEABLE INSULATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.048,147.061,285.984,189.096],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""4534ed37f44c1e6c8244bda88d712e3e01a2d703843c8b94a136bd5f6609671e"",""pdf_page"":41,""printed_page"":""14""}",202
[],5a25bc746de888ed2cab893a309e18b14029ed8393952aaa632d316929441fa6,[],ibc2018:definition:1f1d9e3d0ce74798364958c3,[],AIR-INFLATED STRUCTURE,AIR-INFLATED STRUCTURE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.103,194.428,286.122,236.517],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""5a25bc746de888ed2cab893a309e18b14029ed8393952aaa632d316929441fa6"",""pdf_page"":41,""printed_page"":""14""}",202
[],a60babd12e86e5def436a2e49a000229f980862c93d4742a072afafc7192edfa,[],ibc2018:definition:aa386b6b264f00029f69c90d,[],AIR-SUPPORTED STRUCTURE,AIR-SUPPORTED STRUCTURE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.104,241.848,285.965,283.881],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""a60babd12e86e5def436a2e49a000229f980862c93d4742a072afafc7192edfa"",""pdf_page"":41,""printed_page"":""14""}",202
[],ef200a24bd930779d58b778fb081dcf2ecf8636d22b556810fc86a6cf100c5be,[],ibc2018:definition:53e1539bb4c8a64f39c43493,[],AISLE,AISLE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.105,361.729,285.958,381.931],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""ef200a24bd930779d58b778fb081dcf2ecf8636d22b556810fc86a6cf100c5be"",""pdf_page"":41,""printed_page"":""14""}",202
[],27cce0faaf900146283a673ac8c56de540b4f6d4912648ad991fb6d222a16b6e,[],ibc2018:definition:a73cfd7223da4d15289b190c,[],AISLE ACCESSWAY,AISLE ACCESSWAY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.105,387.183,285.911,407.219],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""27cce0faaf900146283a673ac8c56de540b4f6d4912648ad991fb6d222a16b6e"",""pdf_page"":41,""printed_page"":""14""}",202
[],1bb32e466e8f0da7475d573d625537c6a555759fa7949acc38dd6342519c2e17,[],ibc2018:definition:3e54d0022864b03e8d5e93db,[],ALARM NOTIFICATION APPLIANCE,ALARM NOTIFICATION APPLIANCE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.105,412.47,286.123,454.639],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""1bb32e466e8f0da7475d573d625537c6a555759fa7949acc38dd6342519c2e17"",""pdf_page"":41,""printed_page"":""14""}",202
[],97f0d766faf10fd081f17f43e17122b02daf43a88267afd63a6955a1fb17dd43,[],ibc2018:definition:aa2abb7ebb495068be55cfd8,[],ALARM SIGNAL,ALARM SIGNAL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.105,459.859,285.793,479.926],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""97f0d766faf10fd081f17f43e17122b02daf43a88267afd63a6955a1fb17dd43"",""pdf_page"":41,""printed_page"":""14""}",202
[],b618778aefbd45fbb0f384e2080843731a9efc4d5b047498e7721fbb09a62d58,[],ibc2018:definition:cf9821790625799958d243ac,[],ALARM VERIFICATION FEATURE,ALARM VERIFICATION FEATURE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.105,485.257,286.529,560.325],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""b618778aefbd45fbb0f384e2080843731a9efc4d5b047498e7721fbb09a62d58"",""pdf_page"":41,""printed_page"":""14""}",202
[],dc9761bedd0a3c8ddd38b60293c34c9e780382a4fe2fae896331e848f9a84fbb,[],ibc2018:definition:7b5a0abe83cb31e6f0358051,[],ALLOWABLE STRESS DESIGN,ALLOWABLE STRESS DESIGN,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.104,565.545,286.158,618.59],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""dc9761bedd0a3c8ddd38b60293c34c9e780382a4fe2fae896331e848f9a84fbb"",""pdf_page"":41,""printed_page"":""14""}",202
[],9ab24d168e05a02695a299cafcaa807177fa10be07dce0c4b6d287513c0933ab,[],ibc2018:definition:cfc3623741ee7ef65f051aca,[],ALTERATION,ALTERATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.103,623.977,285.886,643.933],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""9ab24d168e05a02695a299cafcaa807177fa10be07dce0c4b6d287513c0933ab"",""pdf_page"":41,""printed_page"":""14""}",202
[],681fe9b6e2ac2d2a5ce11bd103315063332ef1c28675ba86ca925a7544ad33cb,[],ibc2018:definition:57d740c9f207c8e64804caad,[],ALTERNATING TREAD DEVICE,ALTERNATING TREAD DEVICE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.103,649.264,286.17,702.365],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""681fe9b6e2ac2d2a5ce11bd103315063332ef1c28675ba86ca925a7544ad33cb"",""pdf_page"":41,""printed_page"":""14""}",202
[],d6639ed3680fcc793a7c013cb2664e06ba29a308a7fd85db04f7ea50e535fc53,[],ibc2018:definition:015c84d9e72e260083b434a5,[],AMBULATORY CARE FACILITY,AMBULATORY CARE FACILITY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.103,77.539,551.882,738.718],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d6639ed3680fcc793a7c013cb2664e06ba29a308a7fd85db04f7ea50e535fc53"",""pdf_page"":41,""printed_page"":""14""}",202
[],667615cfc9f5083277287049e7c2b491198a0a278756c8d2a34cc97a33dab738,[],ibc2018:definition:c55eb583271a82b5824f1b39,[],ANCHOR BUILDING,ANCHOR BUILDING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.924,114.083,552.479,156.173],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""667615cfc9f5083277287049e7c2b491198a0a278756c8d2a34cc97a33dab738"",""pdf_page"":41,""printed_page"":""14""}",202
[],dc97ddbf864581594e91c50965ca9fc9e16c13e53a2d908f2365e05bf4ea4270,[],ibc2018:definition:71001e9b4f0acb65e25e2638,[],ANCHORED MASONRY VENEER,ANCHORED MASONRY VENEER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.924,161.368,551.891,181.404],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""dc97ddbf864581594e91c50965ca9fc9e16c13e53a2d908f2365e05bf4ea4270"",""pdf_page"":41,""printed_page"":""14""}",202
[],0ba1ae6385aae8abc3fa59775933756a1f98cb11bf1780b28a974d36935607d9,[],ibc2018:definition:1b06a4411d4e889d731a0838,[],ANNULAR SPACE,ANNULAR SPACE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.924,186.982,551.636,206.968],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0ba1ae6385aae8abc3fa59775933756a1f98cb11bf1780b28a974d36935607d9"",""pdf_page"":41,""printed_page"":""14""}",202
[],0f5af6ee065511bf69ca27626c6f7ff7c3c417cef995e2a2c38e7352bb258bb0,[],ibc2018:definition:d83ebea67d07ac85b82c5b5d,[],ANNUNCIATOR,ANNUNCIATOR,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.978,212.355,551.98,254.389],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0f5af6ee065511bf69ca27626c6f7ff7c3c417cef995e2a2c38e7352bb258bb0"",""pdf_page"":41,""printed_page"":""14""}",202
[],0ab959fae82e337165b86eee0299099959b232590769ed1919a173bae9a3bc31,[],ibc2018:definition:494f1634c40671e7a53cf61a,[],APPROVED,APPROVED,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.979,259.639,521.262,268.775],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0ab959fae82e337165b86eee0299099959b232590769ed1919a173bae9a3bc31"",""pdf_page"":41,""printed_page"":""14""}",202
[],ac82c3c3f75dc536e4c06f5fa741425fe31409848145f21fc5e135f6d07d7ff4,[],ibc2018:definition:c32d1157ad6ac131a3bebd54,[],APPROVED AGENCY,APPROVED AGENCY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.977,274.217,552.057,327.207],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""ac82c3c3f75dc536e4c06f5fa741425fe31409848145f21fc5e135f6d07d7ff4"",""pdf_page"":41,""printed_page"":""14""}",202
[],bf97a88f50fd04acfe05d9e1709fea03ee2fbe18177eb696ff535dedfe68bd97,[],ibc2018:definition:03197889a18233b758a2df7d,[],APPROVED FABRICATOR,APPROVED FABRICATOR,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.977,332.538,551.892,363.671],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""bf97a88f50fd04acfe05d9e1709fea03ee2fbe18177eb696ff535dedfe68bd97"",""pdf_page"":41,""printed_page"":""14""}",202
[],7dea82c373aafed6e09ce7c884db9f0ccf7cd0b32ed0b7f91370086ecbfd4ce5,[],ibc2018:definition:03ebd00ce466da7bf6a1235e,[],APPROVED SOURCE,APPROVED SOURCE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.977,369.002,551.976,425.438],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""7dea82c373aafed6e09ce7c884db9f0ccf7cd0b32ed0b7f91370086ecbfd4ce5"",""pdf_page"":41,""printed_page"":""14""}",202
[],d3f28b362ebb8246ce98cfba65c2cb528af2b691bebb74383dbf45b61f3610df,[],ibc2018:definition:197f02985716f21a89f6558d,[],"AREA, BUILDING","AREA, BUILDING",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.922,503.627,551.988,567.628],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d3f28b362ebb8246ce98cfba65c2cb528af2b691bebb74383dbf45b61f3610df"",""pdf_page"":41,""printed_page"":""14""}",202
[],e4a303d2548020f06e90e5ab761b392e0a69808dd78d941bdaabfca4433d2f9f,[],ibc2018:definition:351e998ef8fd1e02c7e3a77b,[],AREA OF REFUGE,AREA OF REFUGE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.923,572.959,551.978,604.093],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""e4a303d2548020f06e90e5ab761b392e0a69808dd78d941bdaabfca4433d2f9f"",""pdf_page"":41,""printed_page"":""14""}",202
[],7f5390682f7dbc3b69ba1a4f11f94c90f89c84bfbbfce6547e3279e5837a866d,[],ibc2018:definition:921f16b2034d86db4e2b1a9b,[],AREA OF SPORT ACTIVITY,AREA OF SPORT ACTIVITY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.923,609.479,552.067,640.446],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""7f5390682f7dbc3b69ba1a4f11f94c90f89c84bfbbfce6547e3279e5837a866d"",""pdf_page"":41,""printed_page"":""14""}",202
[],09b2071168bf3bb57058e7217328e9cc52e4ff21082d6228f9b914444e80910a,[],ibc2018:definition:558e4ee598e66bf4ac1bbdab,[],AREAWAY,AREAWAY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.923,645.833,551.634,665.899],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""09b2071168bf3bb57058e7217328e9cc52e4ff21082d6228f9b914444e80910a"",""pdf_page"":41,""printed_page"":""14""}",202
[],f381b6b356563daf99f7aff27ae32bbe11b8db2c70d3aa7be041b257be419907,[],ibc2018:definition:1ece4baeab8577ccf5542333,[],"ASSEMBLY SEATING, MULTILEVEL","ASSEMBLY SEATING, MULTILEVEL",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.923,671.23,552.046,691.352],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f381b6b356563daf99f7aff27ae32bbe11b8db2c70d3aa7be041b257be419907"",""pdf_page"":41,""printed_page"":""14""}",202
[],a87123bfad4849e09557554c015bafdfccc85d6c10b89d6b518c2231155e955a,[],ibc2018:definition:7abddaba03d4506c4c125550,[],ATRIUM,ATRIUM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.922,696.604,551.843,738.828],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""a87123bfad4849e09557554c015bafdfccc85d6c10b89d6b518c2231155e955a"",""pdf_page"":41,""printed_page"":""14""}",202
[],2add6106df73bff0aead6cb57d839166543cf1457432de9f049f3b74e3bdf3d9,[],ibc2018:definition:473c697d549fb2da0afa3c19,[],ATTIC,ATTIC,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.951,113.695,305.743,133.762],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2add6106df73bff0aead6cb57d839166543cf1457432de9f049f3b74e3bdf3d9"",""pdf_page"":42,""printed_page"":""15""}",202
[],eea93ea862558ad847cadffbcb489e716b6f1bea9bb241d5f6e953e2f5cdb71d,[],ibc2018:definition:e445f261ed0bb4e121259cad,[],AUDIBLE ALARM NOTIFICATION APPLIANCE,AUDIBLE ALARM NOTIFICATION APPLIANCE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.951,138.841,305.754,158.717],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""eea93ea862558ad847cadffbcb489e716b6f1bea9bb241d5f6e953e2f5cdb71d"",""pdf_page"":42,""printed_page"":""15""}",202
[],228dca51be0bb3a1891741f841a91c766f184f9623f580e17e00e622b0f096b9,[],ibc2018:definition:ab09224d82df9e9c3fa81e40,[],AUTOMATIC,AUTOMATIC,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,163.716,306.02,216.817],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""228dca51be0bb3a1891741f841a91c766f184f9623f580e17e00e622b0f096b9"",""pdf_page"":42,""printed_page"":""15""}",202
[],f6400044e2b40a5ca6180c68ff6e9986ce67e1e7f98e38d5efe37ba2114d2fe1,[],ibc2018:definition:99f5a02b465eb385a98227fc,[],AUTOMATIC FIRE-EXTINGUISHING SYSTEM,AUTOMATIC FIRE-EXTINGUISHING SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,221.73,305.64,263.739],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f6400044e2b40a5ca6180c68ff6e9986ce67e1e7f98e38d5efe37ba2114d2fe1"",""pdf_page"":42,""printed_page"":""15""}",202
[],042c37f5dce459143c0598a72a8496762881ad3e2a1cbb0805418832c42ed8c1,[],ibc2018:definition:e80030b5cede9db383c2b9af,[],AUTOMATIC SMOKE DETECTION SYSTEM,AUTOMATIC SMOKE DETECTION SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.004,268.683,305.992,310.772],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""042c37f5dce459143c0598a72a8496762881ad3e2a1cbb0805418832c42ed8c1"",""pdf_page"":42,""printed_page"":""15""}",202
[],1bfda6c2178c55adc120b0f24d6909d0aae881f3bbdd80f4efdffdd7437ee40b,[],ibc2018:definition:db5452070df37c5d9589d1c4,[],AUTOMATIC SPRINKLER SYSTEM,AUTOMATIC SPRINKLER SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.004,315.636,306.135,423.762],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""1bfda6c2178c55adc120b0f24d6909d0aae881f3bbdd80f4efdffdd7437ee40b"",""pdf_page"":42,""printed_page"":""15""}",202
[],49b73408232768df27dc8a556d68016556b6d4e174ff8e6efe3fb18a5d442759,[],ibc2018:definition:1c060fbfead2aafa1b74e3a2,[],AUTOMATIC WATER MIST SYSTEM,AUTOMATIC WATER MIST SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,428.65,306.068,525.74],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""49b73408232768df27dc8a556d68016556b6d4e174ff8e6efe3fb18a5d442759"",""pdf_page"":42,""printed_page"":""15""}",202
[],0f573bbc802a36d222e3c464cc3f6282a925783d64fd1c92ce8ca9bebc49bb49,[],ibc2018:definition:b2160b837966d24c0cf3c1fa,[],AVERAGE AMBIENT SOUND LEVEL,AVERAGE AMBIENT SOUND LEVEL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,530.573,306.061,572.663],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0f573bbc802a36d222e3c464cc3f6282a925783d64fd1c92ce8ca9bebc49bb49"",""pdf_page"":42,""printed_page"":""15""}",202
[],55c0ca9f7348fcc58e62f9aa7167b19f80ad3cb5fc2f7f0431a46950c28adc59,[],ibc2018:definition:13a346fed53b7d22815362ee,[],AWNING,AWNING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,577.606,306.147,630.707],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""55c0ca9f7348fcc58e62f9aa7167b19f80ad3cb5fc2f7f0431a46950c28adc59"",""pdf_page"":42,""printed_page"":""15""}",202
[],088c777dc1bb84ff21127a0e3558b6e6cbb63736d46c401fb574cfe316d6f9ca,[],ibc2018:definition:4e82d99c4cfd0c98bf42285c,[],BACKING,BACKING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,635.515,305.74,655.662],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""088c777dc1bb84ff21127a0e3558b6e6cbb63736d46c401fb574cfe316d6f9ca"",""pdf_page"":42,""printed_page"":""15""}",202
[],b80645c7590a738a1acf20bbd2b4ae527dc34d8577368dc3770c88e674016f9f,[],ibc2018:definition:58e2b3dad8cd5d281b202270,[],BALANCED DOOR,BALANCED DOOR,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,660.661,305.693,691.684],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""b80645c7590a738a1acf20bbd2b4ae527dc34d8577368dc3770c88e674016f9f"",""pdf_page"":42,""printed_page"":""15""}",202
[],d0710b0bf7f13e83880de5ba3646e4a553b33f764a04ee0c2a6fc3af43388571,[],ibc2018:definition:c4f92bc12495cd8681adda17,[],BALED COTTON,BALED COTTON,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.949,77.617,571.858,738.717],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d0710b0bf7f13e83880de5ba3646e4a553b33f764a04ee0c2a6fc3af43388571"",""pdf_page"":42,""printed_page"":""15""}",202
[],cf362368467514278868c392bf75378f8addf532c9180527bc346c399b7ea4d2,[],ibc2018:definition:fa92564c4fe6ff5cd7375580,[],"BALED COTTON, DENSELY PACKED","BALED COTTON, DENSELY PACKED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[325.99,113.529,571.887,177.807],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""cf362368467514278868c392bf75378f8addf532c9180527bc346c399b7ea4d2"",""pdf_page"":42,""printed_page"":""15""}",202
[],7fefb9779f4689a4743a83b74aa50a8ff08d4bf8c10ca76d3976a61b3d55f514,[],ibc2018:definition:2c930fa03af06d60ef888343,[],BALLAST,BALLAST,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.079,182.695,572.503,235.74],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""7fefb9779f4689a4743a83b74aa50a8ff08d4bf8c10ca76d3976a61b3d55f514"",""pdf_page"":42,""printed_page"":""15""}",202
[],c1d6a009f46a67e99cb0a82644ff8b456c9f10823f6dc832813af3b6b8e9890a,[],ibc2018:definition:05432b1dcc16bd68fa7ef3db,[],BARRICADE,BARRICADE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.079,240.739,572.134,387.795],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c1d6a009f46a67e99cb0a82644ff8b456c9f10823f6dc832813af3b6b8e9890a"",""pdf_page"":42,""printed_page"":""15""}",202
