conflicts_or_alternate_definitions,definition_text_sha256,external_references,id,internal_references,normalized_term,observed_term,record_type,review_state,scope,source_anchor,source_section
[],f66c9bc082ced0cc3ae40061c68d5f515c8a2aaf36a23f8f7543d07505081384,[],ibc2018:definition:d1874a146887fcc8e3643aea,[],CONSTRUCTION DOCUMENTS,CONSTRUCTION DOCUMENTS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,136.603,305.743,178.637],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f66c9bc082ced0cc3ae40061c68d5f515c8a2aaf36a23f8f7543d07505081384"",""pdf_page"":46,""printed_page"":""19""}",202
[],69c46fb7128647aa3183846ee7dc30d3a55dbb231b3adddcd535b3ffc062949d,[],ibc2018:definition:09bc6b043930d3c4e6aa6f04,[],CONSTRUCTION TYPES,CONSTRUCTION TYPES,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.949,184.466,271.132,193.522],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""69c46fb7128647aa3183846ee7dc30d3a55dbb231b3adddcd535b3ffc062949d"",""pdf_page"":46,""printed_page"":""19""}",202
[],abd8a29c640ade53775d8525e7149b1fcbe47cdc6a7e5871045d7bfdde1b280d,[],ibc2018:definition:68ff58b63c15dc6c6e4cebaa,[],CONTROL AREA,CONTROL AREA,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.004,332.648,306.102,385.748],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""abd8a29c640ade53775d8525e7149b1fcbe47cdc6a7e5871045d7bfdde1b280d"",""pdf_page"":46,""printed_page"":""19""}",202
[],8a6900773edcc3ce5edbc9545b39f75fab34c63bcb17acca5861522dff89a8c3,[],ibc2018:definition:aedd1164ad764cdc29ffc740,[],CONTROLLED LOW-STRENGTH MATERIAL,CONTROLLED LOW-STRENGTH MATERIAL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.004,391.658,306.006,422.545],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8a6900773edcc3ce5edbc9545b39f75fab34c63bcb17acca5861522dff89a8c3"",""pdf_page"":46,""printed_page"":""19""}",202
[],366a45bc6075d14807c689b36c1ffc9c83f0a05ef864df634d515786e30f8fb1,[],ibc2018:definition:e35f3ce682381275435c0694,[],CONVENTIONAL LIGHT-FRAME CONSTRUCTION,CONVENTIONAL LIGHT-FRAME CONSTRUCTION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.004,428.454,305.802,481.475],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""366a45bc6075d14807c689b36c1ffc9c83f0a05ef864df634d515786e30f8fb1"",""pdf_page"":46,""printed_page"":""19""}",202
[],c97648651a0fac11f17df9146db31e04849d9d0e6090d2f439929908f8a1480f,[],ibc2018:definition:1fe0095507476647efd3bfb3,[],CORNICE,CORNICE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.004,487.303,306.078,507.26],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c97648651a0fac11f17df9146db31e04849d9d0e6090d2f439929908f8a1480f"",""pdf_page"":46,""printed_page"":""19""}",202
[],c6f2eb0c3627b401c9eee112141f2fcab3b4d2f2655f2cb87d5266a3c98ac790,[],ibc2018:definition:a6a666662215d6edb16db750,[],CORRIDOR,CORRIDOR,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,513.009,305.858,533.156],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c6f2eb0c3627b401c9eee112141f2fcab3b4d2f2655f2cb87d5266a3c98ac790"",""pdf_page"":46,""printed_page"":""19""}",202
[],e04fa394c347edf87fc4f11f244ba417327b9d64cd5c5a83acd9a9534a482925,[],ibc2018:definition:b3de85d7ae6cea9d341de6a8,[],"CORRIDOR, OPEN-ENDED","CORRIDOR, OPEN-ENDED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,538.985,303.166,548.04],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""e04fa394c347edf87fc4f11f244ba417327b9d64cd5c5a83acd9a9534a482925"",""pdf_page"":46,""printed_page"":""19""}",202
[],35586cdc716a77cc6838139bde7ca150816f918c4731898fbdb0024e819403c9,[],ibc2018:definition:2b9fac15fcf35e7ba72a399e,[],CORRIDOR DAMPER,CORRIDOR DAMPER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,553.789,305.962,606.97],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""35586cdc716a77cc6838139bde7ca150816f918c4731898fbdb0024e819403c9"",""pdf_page"":46,""printed_page"":""19""}",202
[],6ea0129adbf9ea3c8d55bdaafeecf0b356424bfc70d840678f98da668d4a26e5,[],ibc2018:definition:07cb39e7ed27ad345dd88440,[],CORROSION RESISTANCE,CORROSION RESISTANCE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,612.799,305.685,643.766],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""6ea0129adbf9ea3c8d55bdaafeecf0b356424bfc70d840678f98da668d4a26e5"",""pdf_page"":46,""printed_page"":""19""}",202
[],00ba45a1442bb091d9d5b7d1420adde54f9c593f6089c224350c0c294afd18dc,[],ibc2018:definition:1de73f7cd580297fdd21f3e1,[],CORROSIVE,CORROSIVE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,77.618,571.595,724.663],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""00ba45a1442bb091d9d5b7d1420adde54f9c593f6089c224350c0c294afd18dc"",""pdf_page"":46,""printed_page"":""19""}",202
[],8f14666c1eb4103766b9f0a9092757212c9d63a0d280911c6c933ec497683a7e,[],ibc2018:definition:a3e96710c0a3892ab7f0eb7c,[],COURT,COURT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,103.238,571.922,134.26],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8f14666c1eb4103766b9f0a9092757212c9d63a0d280911c6c933ec497683a7e"",""pdf_page"":46,""printed_page"":""19""}",202
[],d20ead7620a3d4549a7e9644d8d972b240a8b91bc1b8cda7f33bc5309ccea05d,[],ibc2018:definition:da0c0a9723b217d1404f0f26,[],COVERED MALL BUILDING,COVERED MALL BUILDING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[325.991,139.924,572.016,237.125],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d20ead7620a3d4549a7e9644d8d972b240a8b91bc1b8cda7f33bc5309ccea05d"",""pdf_page"":46,""printed_page"":""19""}",202
[],52c04cdcead1d89f113f3b6914844661f963274faae526dcbdba59770daeaa14,[],ibc2018:definition:6f7aac0b00e5a46b1b9c3580,[],CRIPPLE WALL,CRIPPLE WALL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.046,418.691,572.114,449.658],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""52c04cdcead1d89f113f3b6914844661f963274faae526dcbdba59770daeaa14"",""pdf_page"":46,""printed_page"":""19""}",202
[],bd446dab5cff8fc2477074cbd6f5e8eb4f146dd96e8c7235a6885eb90d96615e,[],ibc2018:definition:e3660ac36bc5db3d5711a251,[],CRITICAL CIRCUIT,CRITICAL CIRCUIT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,455.377,571.574,475.388],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""bd446dab5cff8fc2477074cbd6f5e8eb4f146dd96e8c7235a6885eb90d96615e"",""pdf_page"":46,""printed_page"":""19""}",202
[],2a3afc73685bba7869bdd4f0da4aacddf820b1b76586e2a0a11597cc5f742f9a,[],ibc2018:definition:9620f4393a38a45bed871004,[],CROSS-LAMINATED TIMBER,CROSS-LAMINATED TIMBER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,480.94,572.464,534.041],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2a3afc73685bba7869bdd4f0da4aacddf820b1b76586e2a0a11597cc5f742f9a"",""pdf_page"":46,""printed_page"":""19""}",202
[],8c4b6a15d57258ee9fcc82d01479e8c3a1bd3b395c1ded1ebc6b0cf6466463e1,[],ibc2018:definition:a08fc44fb32def3ceb4592cf,[],CRYOGENIC FLUID,CRYOGENIC FLUID,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,539.513,572.292,570.727],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""8c4b6a15d57258ee9fcc82d01479e8c3a1bd3b395c1ded1ebc6b0cf6466463e1"",""pdf_page"":46,""printed_page"":""19""}",202
[],46b55ef195e63bef1970d774a7a56d4889163bc6279ad59d9e5722896abfbfff,[],ibc2018:definition:ecbb2406045f5426135e3a8f,[],CUSTODIAL CARE,CUSTODIAL CARE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,576.334,571.992,651.347],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""46b55ef195e63bef1970d774a7a56d4889163bc6279ad59d9e5722896abfbfff"",""pdf_page"":46,""printed_page"":""19""}",202
[],f6dbc4530dcf54728cae8a3ee693040406a07c1affbfd51a0206d7ed1089e67c,[],ibc2018:definition:250cbabdb223be71ed899161,[],DALLE GLASS,DALLE GLASS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,656.954,572.161,688.088],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""f6dbc4530dcf54728cae8a3ee693040406a07c1affbfd51a0206d7ed1089e67c"",""pdf_page"":46,""printed_page"":""19""}",202
[],35a04f1b7f095ba712ebecbf81d1875d8778871d8ba1aed690dc2a43881b52be,[],ibc2018:definition:9e1efff6d684816b7577531e,[],DAMPER,DAMPER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[326.045,693.56,572.057,724.663],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""35a04f1b7f095ba712ebecbf81d1875d8778871d8ba1aed690dc2a43881b52be"",""pdf_page"":46,""printed_page"":""19""}",202
[],be8c9085f33d74086df3c7d6bd631e2243c2abe6d7f90b91327e7c7721c956b7,[],ibc2018:definition:73b70319fc7de493a0cfddd1,[],DANGEROUS,DANGEROUS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,77.674,286.062,108.807],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""be8c9085f33d74086df3c7d6bd631e2243c2abe6d7f90b91327e7c7721c956b7"",""pdf_page"":47,""printed_page"":""20""}",202
[],954aa11c1155ac337dd9793729d027e41cdd7669785aa80c81c16b429c49be42,[],ibc2018:definition:4c88f57c4dc7c6df4afc654b,[],DAY BOX,DAY BOX,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.051,198.023,285.993,240.057],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""954aa11c1155ac337dd9793729d027e41cdd7669785aa80c81c16b429c49be42"",""pdf_page"":47,""printed_page"":""20""}",202
[],adf0d1574c90f2bd9ab62220aa0801c009d5ecf6ab171057e7f7640e91037757,[],ibc2018:definition:6501e9e25c2a99eeb0f0c31d,[],DEAD LOAD,DEAD LOAD,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,245.554,285.965,331.467],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""adf0d1574c90f2bd9ab62220aa0801c009d5ecf6ab171057e7f7640e91037757"",""pdf_page"":47,""printed_page"":""20""}",202
[],0ff771f16e4723e5b3ad3edebd94cc961de5d7e88611e9347f90b52b8b96dbca,[],ibc2018:definition:10667378e12814f0e38614a3,[],DECORATIVE GLASS,DECORATIVE GLASS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,336.884,286.052,400.965],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0ff771f16e4723e5b3ad3edebd94cc961de5d7e88611e9347f90b52b8b96dbca"",""pdf_page"":47,""printed_page"":""20""}",202
[],692946da14f85b6c81d6d6532d4121fba3af2c76bfd4bb184b384f602c9a2bfb,[],ibc2018:definition:57e27ef3b5eff7d4c63526af,[],DECORATIVE MATERIALS,DECORATIVE MATERIALS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.049,406.407,286.049,536.365],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""692946da14f85b6c81d6d6532d4121fba3af2c76bfd4bb184b384f602c9a2bfb"",""pdf_page"":47,""printed_page"":""20""}",202
[],490debfea091da815c9ca49c6da8996eaa0d1b84d22ae0b5a330fabdda7bce63,[],ibc2018:definition:90506b8c9b4827e470a7882f,[],DEEP FOUNDATION,DEEP FOUNDATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.049,541.751,286.166,572.884],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""490debfea091da815c9ca49c6da8996eaa0d1b84d22ae0b5a330fabdda7bce63"",""pdf_page"":47,""printed_page"":""20""}",202
[],c30fa4b91ac5f1d2c96d26df9e552dee776b0fe9c6ec7ac66c706cc23f4f794f,[],ibc2018:definition:11af331a20417eec455b20e9,[],DEFEND-IN-PLACE,DEFEND-IN-PLACE,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.05,578.215,286.674,631.261],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c30fa4b91ac5f1d2c96d26df9e552dee776b0fe9c6ec7ac66c706cc23f4f794f"",""pdf_page"":47,""printed_page"":""20""}",202
[],d08dc056d2e631008ec649b4361016986f65385b903698090e37bc90e5c5e273,[],ibc2018:definition:b60c67978538d41380cd3faa,[],DEFERRED SUBMITTAL,DEFERRED SUBMITTAL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.049,636.647,286.113,678.681],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""d08dc056d2e631008ec649b4361016986f65385b903698090e37bc90e5c5e273"",""pdf_page"":47,""printed_page"":""20""}",202
[],19871b0bfdbf9dbf4cacb669f3b502ef3c1ce50ef9bfd06150fc2670f44ad41b,[],ibc2018:definition:8258e9da5f492a94195e08a5,[],DEFLAGRATION,DEFLAGRATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[40.049,684.123,286.13,737.113],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""19871b0bfdbf9dbf4cacb669f3b502ef3c1ce50ef9bfd06150fc2670f44ad41b"",""pdf_page"":47,""printed_page"":""20""}",202
[],efdada6243927d62308811f48d35dae405b10efb81be3a79d28349f15279aeea,[],ibc2018:definition:4e4747f85197aff2ab1ef7de,[],DELAYED-ACTION CLOSER,DELAYED-ACTION CLOSER,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.98,77.563,551.9,119.542],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""efdada6243927d62308811f48d35dae405b10efb81be3a79d28349f15279aeea"",""pdf_page"":47,""printed_page"":""20""}",202
[],83da52520aa1fa55319358c80347b5da5edb03e209b1c9f81dc4e821904d5584,[],ibc2018:definition:63d56d305f5227f112c72126,[],DELUGE SYSTEM,DELUGE SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.979,125.979,551.982,190.091],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""83da52520aa1fa55319358c80347b5da5edb03e209b1c9f81dc4e821904d5584"",""pdf_page"":47,""printed_page"":""20""}",202
[],bfdcc064f483686a0d5bd8fe82daa004321f2fa13ffcf3d34c45361b73f01298,[],ibc2018:definition:79ddc27b5971313a766f23ed,[],DESIGN DISPLACEMENT,DESIGN DISPLACEMENT,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.979,196.529,542.556,205.584],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""bfdcc064f483686a0d5bd8fe82daa004321f2fa13ffcf3d34c45361b73f01298"",""pdf_page"":47,""printed_page"":""20""}",202
[],78d5c31fa270534662b0280b69cf21489de438d2c2c529a6de0c4f88fb98d7b8,[],ibc2018:definition:ad2907e3ddad7ddab432b0a2,[],DESIGN EARTHQUAKE GROUND MOTION,DESIGN EARTHQUAKE GROUND MOTION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.98,212.022,551.939,242.989],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""78d5c31fa270534662b0280b69cf21489de438d2c2c529a6de0c4f88fb98d7b8"",""pdf_page"":47,""printed_page"":""20""}",202
[],a9f3f04bc1dfcceb7e46c9682abcbc76d1e735608b9a2829a280bec78d01de6b,[],ibc2018:definition:20ad16bf1a35996e8edea414,[],DESIGN FLOOD,DESIGN FLOOD,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.979,249.458,551.827,269.549],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""a9f3f04bc1dfcceb7e46c9682abcbc76d1e735608b9a2829a280bec78d01de6b"",""pdf_page"":47,""printed_page"":""20""}",202
[],657305cad245b9e5719785d7f803b3e554a228334ddf04f673a82967625a6225,[],ibc2018:definition:1af8bc3c2ec24712b39131e0,[],DESIGN FLOOD ELEVATION,DESIGN FLOOD ELEVATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.979,340.228,551.99,437.208],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""657305cad245b9e5719785d7f803b3e554a228334ddf04f673a82967625a6225"",""pdf_page"":47,""printed_page"":""20""}",202
[],93692a6be01906d00a3e4b54da32954c5193cbe0ad23e92565f75d2137bb48b4,[],ibc2018:definition:6cff627116ab616ccd7fbd14,[],"DESIGN PROFESSIONAL, REGISTERED","DESIGN PROFESSIONAL, REGISTERED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.98,443.646,551.663,463.712],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""93692a6be01906d00a3e4b54da32954c5193cbe0ad23e92565f75d2137bb48b4"",""pdf_page"":47,""printed_page"":""20""}",202
[],704ad5e7ea7f78ce7f62edac2d2f8f560327d15c9d8dce61b2a4641da9403b3d,[],ibc2018:definition:1cc9e5baa367594dd52f3dba,[],"CHARGE, REGISTERED","CHARGE, REGISTERED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.98,481.217,551.659,501.283],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""704ad5e7ea7f78ce7f62edac2d2f8f560327d15c9d8dce61b2a4641da9403b3d"",""pdf_page"":47,""printed_page"":""20""}",202
[],0c471d133c1ddb3b422aa04c872a13080c3194e66c957b71d2f70fb4c94764df,[],ibc2018:definition:bb978b98d6bff90eef8f03e6,[],DESIGN STRENGTH,DESIGN STRENGTH,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.98,507.721,551.838,527.678],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""0c471d133c1ddb3b422aa04c872a13080c3194e66c957b71d2f70fb4c94764df"",""pdf_page"":47,""printed_page"":""20""}",202
[],78b09cb9dc4e7121675b80e9479912a79c393ff4d18f3992306c4ea1224b9197,[],ibc2018:definition:3f7be654280a39a989dbc66c,[],DESIGNATED SEISMIC SYSTEM,DESIGNATED SEISMIC SYSTEM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[305.979,534.226,551.856,587.285],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""78b09cb9dc4e7121675b80e9479912a79c393ff4d18f3992306c4ea1224b9197"",""pdf_page"":47,""printed_page"":""20""}",202
[],73506403788b0003c08e3fef871b9a6d6469d4449789008dd4ba7f88cc341ca8,[],ibc2018:definition:4547b9838c243a8084804ea9,[],DETACHED BUILDING,DETACHED BUILDING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.007,593.587,551.998,635.757],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""73506403788b0003c08e3fef871b9a6d6469d4449789008dd4ba7f88cc341ca8"",""pdf_page"":47,""printed_page"":""20""}",202
[],2d9af16123dbc718fa0ae71ec66fe32096185adffe7f3304407c31c012404491,[],ibc2018:definition:1ca444b0b6f92a65f0235ff9,[],WALL,WALL,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.008,653.206,427.88,662.261],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""2d9af16123dbc718fa0ae71ec66fe32096185adffe7f3304407c31c012404491"",""pdf_page"":47,""printed_page"":""20""}",202
[],70299adec0b32a8b3b652bcb54b7693cf5e49aee43d8cd0c4e1577e4af331234,[],ibc2018:definition:f7ee03384495b7eedec1e4e2,[],DETECTABLE WARNING,DETECTABLE WARNING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.008,668.644,551.802,710.733],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""70299adec0b32a8b3b652bcb54b7693cf5e49aee43d8cd0c4e1577e4af331234"",""pdf_page"":47,""printed_page"":""20""}",202
[],6606a8b94c4980fbda3e20f25a2bd2b28429a2745c2eef0a77a89bb2c882db53,[],ibc2018:definition:528ee1ff2af38e6ddfb6a5a1,[],"DETECTOR, HEAT","DETECTOR, HEAT",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[306.008,717.226,552.111,737.237],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""6606a8b94c4980fbda3e20f25a2bd2b28429a2745c2eef0a77a89bb2c882db53"",""pdf_page"":47,""printed_page"":""20""}",202
[],c6becf32eb6a7359eaf9bf17e819bc9394b19e2e1a0fab62375d185a5e226e6c,[],ibc2018:definition:c606ebbd5a2c127544c4a35c,[],DETONATION,DETONATION,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.949,77.674,306.05,141.785],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c6becf32eb6a7359eaf9bf17e819bc9394b19e2e1a0fab62375d185a5e226e6c"",""pdf_page"":48,""printed_page"":""21""}",202
[],875600c0aa524fd290393701f5507723a047354150e39b8717429083c604ff05,[],ibc2018:definition:e29d68e5cee2b42f3415d058,[],DETOXIFICATION FACILITIES,DETOXIFICATION FACILITIES,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,146.673,305.913,188.707],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""875600c0aa524fd290393701f5507723a047354150e39b8717429083c604ff05"",""pdf_page"":48,""printed_page"":""21""}",202
[],b7fda14aa8d0bcbbb0b518916014caba89fff67921c44fabd624baed7d37af04,[],ibc2018:definition:663a87b6d2cbda5f201846fd,[],DIAPHRAGM,DIAPHRAGM,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[59.95,193.707,306.061,498.738],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""b7fda14aa8d0bcbbb0b518916014caba89fff67921c44fabd624baed7d37af04"",""pdf_page"":48,""printed_page"":""21""}",202
[],cab6b817f61d497a3956d391d3cb801d413e241fbfd57885eb7dca971ade8eee,[],ibc2018:definition:12470386e6229ca2e80f7bbb,[],DIRECT ACCESS,DIRECT ACCESS,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,503.626,305.788,534.759],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""cab6b817f61d497a3956d391d3cb801d413e241fbfd57885eb7dca971ade8eee"",""pdf_page"":48,""printed_page"":""21""}",202
[],e1c9a70471c4fbee4688ee13421df69ea8b29aa06a1694efdfeb4b1b96921332,[],ibc2018:definition:e6d7b2a9252021c5e87e2ab1,[],DISPENSING,DISPENSING,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,539.593,305.619,570.726],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""e1c9a70471c4fbee4688ee13421df69ea8b29aa06a1694efdfeb4b1b96921332"",""pdf_page"":48,""printed_page"":""21""}",202
[],de2a9cb976501f9ae761dee02e2a0900499bddba42279d7ad104528446a0821b,[],ibc2018:definition:7c81baf88472c5f57e948235,[],"DOOR, BALANCED","DOOR, BALANCED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,575.614,241.922,584.669],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""de2a9cb976501f9ae761dee02e2a0900499bddba42279d7ad104528446a0821b"",""pdf_page"":48,""printed_page"":""21""}",202
[],7e878cb916075f9c3528ec97176d07de7a50ba889edbb85a2d660f4bcf8c0b61,[],ibc2018:definition:695682464825760e46ba72ab,[],"DOOR, LOW-ENERGY POWER-OPERATED","DOOR, LOW-ENERGY POWER-OPERATED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,589.669,305.804,609.735],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""7e878cb916075f9c3528ec97176d07de7a50ba889edbb85a2d660f4bcf8c0b61"",""pdf_page"":48,""printed_page"":""21""}",202
[],49ccefbdab5221ba88f4ee7eecacb3855381508bef65a1a00d997628e7f0793c,[],ibc2018:definition:1b4b0c0942d8808389859ee5,[],"DOOR, POWER-ASSISTED","DOOR, POWER-ASSISTED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,614.624,298.085,623.679],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""49ccefbdab5221ba88f4ee7eecacb3855381508bef65a1a00d997628e7f0793c"",""pdf_page"":48,""printed_page"":""21""}",202
[],3c8b73ac7d9ad3a27d7f3b43b55663990b12e3f0b20f44ccfe551a58b34cfff1,[],ibc2018:definition:2e5fa8c25271f9ce51b47e8a,[],"DOOR, POWER-OPERATED","DOOR, POWER-OPERATED",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,628.678,303.784,637.734],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""3c8b73ac7d9ad3a27d7f3b43b55663990b12e3f0b20f44ccfe551a58b34cfff1"",""pdf_page"":48,""printed_page"":""21""}",202
[],c2946de6389a4d4e349dc652e2e84715b522c87e7f6a49dacb83850826e984d4,[],ibc2018:definition:2d03762ff903a1c9e942b659,[],"DOORWAY, EXIT ACCESS","DOORWAY, EXIT ACCESS",definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.006,642.678,300.852,651.733],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""c2946de6389a4d4e349dc652e2e84715b522c87e7f6a49dacb83850826e984d4"",""pdf_page"":48,""printed_page"":""21""}",202
[],1f2a26df93545516418040a4a20bf8204e80da9f0eac803c5ed5398ab8f441bc,[],ibc2018:definition:7e059550826274712179bdc9,[],DORMITORY,DORMITORY,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,656.621,305.951,709.722],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""1f2a26df93545516418040a4a20bf8204e80da9f0eac803c5ed5398ab8f441bc"",""pdf_page"":48,""printed_page"":""21""}",202
[],97c957c22f32723618e5e4bdbde8daec2913510cc082ce6e6f7f72f756377b21,[],ibc2018:definition:2a11bda0de3f95d1dc407744,[],DRAFTSTOP,DRAFTSTOP,definition,verified,code_wide_unless_context_limits,"{""appendix"":null,""bbox"":[60.005,77.673,571.6,734.677],""chapter"":""2"",""line_id"":null,""observed_text_sha256"":""97c957c22f32723618e5e4bdbde8daec2913510cc082ce6e6f7f72f756377b21"",""pdf_page"":48,""printed_page"":""21""}",202
