appendix,candidate_source,caption,chapter,classification_reason,disposition,geometry,id,interpretation_confidence,published_identifier,record_type,review_state,semantic_category,source_anchor
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":70,""drawing_count"":17,""fill_count"":4,""geometry_fingerprint"":""1b40b7d383dc6a44061461228b5c5ad960e5f2a7727569d43dad107fd12251e3"",""line_count"":55,""rect_count"":8,""stroke_count"":13}",ibc2018:vector-region:65a02859f2f4d6e2336b4083,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[59.95,358.4,306.0,494.15],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""ae77595171d657c6f9394edfc9fa9d5aa38ace388f427eb1c1240474bbc43d3c"",""pdf_page"":220,""printed_page"":""193""}"
,pdf_vector_paths,,7,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""7efcff5c808f3be8b353e1ffb774c358f07921222a3f37e664c5b177849bef6b"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:4a8734d78ab0e30eb167a386,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[68.5,730.55,305.95,744.45],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""dbcd3548f084af1835a9ad1738f45345244c103b66bbbb8772e4dfa62813fdc6"",""pdf_page"":220,""printed_page"":""193""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":154,""drawing_count"":12,""fill_count"":2,""geometry_fingerprint"":""c639bc06b2f0d0de49ff2329e58012ca550e4556b8f1e4e2a04ed028487170aa"",""line_count"":44,""rect_count"":30,""stroke_count"":10}",ibc2018:vector-region:f96b1563a0459f1d8c4a4df0,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[324.45,240.55,571.9,744.45],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""6448aabc89e8ede614d0a1f382bfb65f6602203fa3ded57c44240fcd4295d2d0"",""pdf_page"":220,""printed_page"":""193""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":225,""drawing_count"":10,""fill_count"":2,""geometry_fingerprint"":""94ac767a93eafff3c96e7fb7fae0f2fbec4109cd2972b40e304b03ab0ab3334c"",""line_count"":368,""rect_count"":2,""stroke_count"":8}",ibc2018:vector-region:7cd3401f97e77e563bf88099,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[41.6,77.5,288.45,685.75],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""45a24391e7f4380cac4dffaf923400d2ea91766e36559451bd76f59a18b608a1"",""pdf_page"":221,""printed_page"":""194""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":140,""drawing_count"":4,""fill_count"":2,""geometry_fingerprint"":""e37aae0c392b3d389b88240b2faa2e450d853292bbb8eb5d569bfcf4a8a0e1b6"",""line_count"":9,""rect_count"":3,""stroke_count"":2}",ibc2018:vector-region:7fc7b9b2c68c8bc3077063e9,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[305.5,78.2,552.7,431.85],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""1be4c9515e03f9aef41763319659ff08fedbeb6b1be3f9e6d213c24952fb6f6e"",""pdf_page"":221,""printed_page"":""194""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":108,""drawing_count"":6,""fill_count"":2,""geometry_fingerprint"":""589363010fea5aee57e800c352807d31a2560b1aeeed3ddd89b0c9fcd1d7791d"",""line_count"":40,""rect_count"":2,""stroke_count"":4}",ibc2018:vector-region:8e64569bb26e3e12da053fa9,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[306.35,452.0,553.15,674.15],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""5d2503612dbae9cfe7f583712f95b0c1c8b85e1d46a6573d3e50c502ea4553b1"",""pdf_page"":221,""printed_page"":""194""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":88,""drawing_count"":21,""fill_count"":4,""geometry_fingerprint"":""1e35f4b647d0d478ab784b3ce4348acfb152111e710a2f569f8751fc4cd0ae68"",""line_count"":60,""rect_count"":50,""stroke_count"":19}",ibc2018:vector-region:ed66c15f204529899b46b720,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[57.7,333.45,570.8,571.75],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""181e2450a33405f4bbe06f7e142c4b8cd15401d5f7a1837de308d5103ef8d537"",""pdf_page"":222,""printed_page"":""195""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":0,""drawing_count"":17,""fill_count"":3,""geometry_fingerprint"":""d1a1796b1715d1ff929cfcf5e339391af048ea88d4448511376819c8109104fc"",""line_count"":47,""rect_count"":6,""stroke_count"":14}",ibc2018:vector-region:888a42d6689a8e49e36db90a,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[60.1,77.6,573.55,321.35],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""bb07640d191f6c968d8e018ab132cc1fb7a586c3c5abeae827538abdc37b6cd8"",""pdf_page"":222,""printed_page"":""195""}"
,pdf_vector_paths,,7,region overlaps or directly precedes a formally captioned figure,rejected_captioned_figure_region,"{""curve_count"":167,""drawing_count"":12,""fill_count"":3,""geometry_fingerprint"":""da1a4d54761bd357736de7e278e87d0f0e01e69d7cbef84852126f7494335226"",""line_count"":56,""rect_count"":7,""stroke_count"":9}",ibc2018:vector-region:fd5c88a1d51ebcaf856f73c4,0.0,,vector_graphic_region_detection,rejected,unknown,"{""appendix"":null,""bbox"":[59.95,538.55,306.0,706.9],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""faf49e6565439b353d0137b4bd22e5c5e6871c2376359ac8ed82fe9518c4a366"",""pdf_page"":224,""printed_page"":""197""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":53,""fill_count"":53,""geometry_fingerprint"":""1f4bdc6b870db60bfbb2f7e2c23b5840e41610ee6edc701f35bc144c8609e144"",""line_count"":0,""rect_count"":53,""stroke_count"":0}",ibc2018:vector-region:cb13f139d7688cc87a00bbc9,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[59.15,95.5,572.15,569.95],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""a5917e2defa4d654d7da05cd266ec2b1341419ddb2039a6f3f21202281ddb0c3"",""pdf_page"":226,""printed_page"":""199""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":10,""fill_count"":10,""geometry_fingerprint"":""a6967e9fb019113335bd146f426889603659719944c50fc53ad44183e2173644"",""line_count"":0,""rect_count"":10,""stroke_count"":0}",ibc2018:vector-region:6b6699cf230ef9f84d20fd06,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[60.55,624.45,573.1,723.55],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""fabb2055a8040902c29e8bafc9cebfefe5b6b3cefa800f26a248b31d3a105aaa"",""pdf_page"":226,""printed_page"":""199""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":25,""fill_count"":25,""geometry_fingerprint"":""5c93b8a4f090afa15d1fff5c85730209404541d9822525ecdddd6ecdcea0e320"",""line_count"":0,""rect_count"":25,""stroke_count"":0}",ibc2018:vector-region:8e4e2a1cdf756a5ca28df719,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[38.95,95.35,550.75,450.35],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""4070b7f6624fc9bfd6f915653c9362b2d20b0534e2b063eb8ca0df0c2c024a5d"",""pdf_page"":227,""printed_page"":""200""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":25,""fill_count"":25,""geometry_fingerprint"":""41a8470269afa520231cb90a14f02c9fee726553ed10989ab6ad371a1e303637"",""line_count"":0,""rect_count"":25,""stroke_count"":0}",ibc2018:vector-region:e4a4a4b6a20917ccaefba640,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.1,520.55,552.55,701.15],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""a75d7b1015df3aa7f347d2cc4ff98fe0978c7338922b966ecf7d056e17ca658d"",""pdf_page"":227,""printed_page"":""200""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":79,""fill_count"":79,""geometry_fingerprint"":""1883ed400e7c0edde9a7b6fc4b83473684bb2d916f841a0412dafe8009d181b3"",""line_count"":0,""rect_count"":79,""stroke_count"":0}",ibc2018:vector-region:882580e6fa42aa7bec04c65f,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[59.85,94.3,573.45,708.8],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""741e69e43b147471f9f4c3849cca74caabca9c674ccc9b6b6e87ef6adc13da4a"",""pdf_page"":228,""printed_page"":""201""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":59,""fill_count"":59,""geometry_fingerprint"":""4354f1979c946546543fc1b2141a5d0275c433d63e69a218858c76b26583789a"",""line_count"":0,""rect_count"":59,""stroke_count"":0}",ibc2018:vector-region:213813930bd628b96be20049,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.45,95.95,551.15,598.55],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""42ee6e31300b65b9d6935145db90e2d722936d4cdedcd929b3833ce53c888ba1"",""pdf_page"":229,""printed_page"":""202""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":93,""fill_count"":93,""geometry_fingerprint"":""02f65bdabb265f33f2e19eca261b6adbab72fb58dcd8f2f7ec89b8defcd95aab"",""line_count"":0,""rect_count"":93,""stroke_count"":0}",ibc2018:vector-region:338072ac2e9a2525585e7671,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[57.95,94.9,571.65,703.4],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""fe2ea43cac7469498771609accfd80bd6d8ea70f6db3a5bb091b44e3a81b274b"",""pdf_page"":230,""printed_page"":""203""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":72,""fill_count"":72,""geometry_fingerprint"":""63cf0b3a91fa984415041cc4d98a21fa02eca83ec4c8867499704e00e2c1d347"",""line_count"":0,""rect_count"":72,""stroke_count"":0}",ibc2018:vector-region:aaef1b0eb4e0e76363720056,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.45,95.0,553.4,535.55],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""242b72af3c177593bd143c54dfec0c4582a4e5018c3e26382240a44a1ccdd681"",""pdf_page"":231,""printed_page"":""204""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":93,""fill_count"":93,""geometry_fingerprint"":""9bb5e493e77f517ba77fad1725ff5e9359a90fe2c647bee4724bff50ea3c59a3"",""line_count"":0,""rect_count"":93,""stroke_count"":0}",ibc2018:vector-region:c01bcce19122f2f8b6ea52b8,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[60.95,95.0,573.55,718.55],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""ac1d204d72e879b87114e0c87434b1e42620309926353ce82294eeb2cc4a88bb"",""pdf_page"":232,""printed_page"":""205""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":57,""fill_count"":57,""geometry_fingerprint"":""91a660c145c0f9308f0e68133e37669b6d48567191de45728f1e4f28d8e9cbc6"",""line_count"":0,""rect_count"":57,""stroke_count"":0}",ibc2018:vector-region:cffae270ff084a00ff09777a,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.95,105.35,286.65,551.85],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""d74e710f78e9b4b31845f510224b373e838899fe754e3c8adf8af937bf116884"",""pdf_page"":233,""printed_page"":""206""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":37,""fill_count"":37,""geometry_fingerprint"":""5944bd20d1947a4b91a6152a329c37c76edee586dbe91a70c475cd6a1b4fee96"",""line_count"":0,""rect_count"":37,""stroke_count"":0}",ibc2018:vector-region:369cbb75d242bfe261da68c6,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[305.6,114.35,552.95,380.85],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""4a2801900892aacb467a7c91326f73ecb5b5049911c1d362b7b756901e15a66c"",""pdf_page"":233,""printed_page"":""206""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":63,""fill_count"":63,""geometry_fingerprint"":""bc4419439d68d0a9bd2a090a1d55eb01403cd4494f679326186619d7efd23d09"",""line_count"":0,""rect_count"":63,""stroke_count"":0}",ibc2018:vector-region:9c9afad3c9308ac29ebfa6ea,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[58.75,104.5,305.5,596.0],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""ea54b2b525c9a89fb4f767c602973249d5f476c033b9c958528e430bd3c51d49"",""pdf_page"":234,""printed_page"":""207""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":63,""fill_count"":63,""geometry_fingerprint"":""ce809fba52500233391ad14a0fca56e5dfbe8132c7cbdd117cde8bbc64da42cf"",""line_count"":0,""rect_count"":63,""stroke_count"":0}",ibc2018:vector-region:c2801952d28079e221c955f7,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[324.8,112.15,570.95,603.7],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""56ef5f4cc1a0ff12c997922150f54a010ec38f398386b4b23919d7c6f12a73ee"",""pdf_page"":234,""printed_page"":""207""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":8,""fill_count"":8,""geometry_fingerprint"":""4f77a3877a8700310103ff075e64d6011d3abdd49f535639eefec101518d5c58"",""line_count"":0,""rect_count"":8,""stroke_count"":0}",ibc2018:vector-region:f17ecce44346764847eccb37,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[38.0,561.1,552.2,713.5],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""22a3753b0fe8d463b73857db1b0f95c7b9c3476c81dce7394bd4ac111e697c68"",""pdf_page"":235,""printed_page"":""208""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":16,""fill_count"":16,""geometry_fingerprint"":""08abc471f7e6b5228359d8aa3a2e96207adf9041bb7c308132dd582b67a68282"",""line_count"":0,""rect_count"":16,""stroke_count"":0}",ibc2018:vector-region:436d631ebacaf70257833ecf,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.1,94.9,553.65,292.55],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""60a1d20dace78a85b013ed7750039d36466a111ade2c4fbe2ae4f4af186c7014"",""pdf_page"":235,""printed_page"":""208""}"
,pdf_vector_paths,,7,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":7,""fill_count"":7,""geometry_fingerprint"":""90beda404937a46caef8c50f35816be71ee53bf23e24e84c7887791d684d6d39"",""line_count"":0,""rect_count"":7,""stroke_count"":0}",ibc2018:vector-region:2f048490e1562f347bad4c99,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.2,428.95,552.2,469.55],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""6c00f52bc77d6c5e1e9f9dd5b0aae29e5d5a0f94474f4693bc0ea78d3d9ca045"",""pdf_page"":235,""printed_page"":""208""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":6,""fill_count"":6,""geometry_fingerprint"":""3473fb74de6f55a1cee02f32c8256bef9a42bce220f8327a2c6d175af673b1d8"",""line_count"":0,""rect_count"":6,""stroke_count"":0}",ibc2018:vector-region:ec480cb418beadaa9ddcfe90,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[58.3,310.65,570.2,377.25],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""11fb8015df589344a2e8b8b69724d5055c4e5058bec7c532fc7a049d9ae52661"",""pdf_page"":236,""printed_page"":""209""}"
,pdf_vector_paths,,7,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":9,""fill_count"":9,""geometry_fingerprint"":""b607c478976c9b84845f2e513b5aac1397cf661d33d6cc9f03b54d25de100762"",""line_count"":0,""rect_count"":9,""stroke_count"":0}",ibc2018:vector-region:537904b5d674ec037d86c568,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[58.65,94.15,572.35,195.7],""chapter"":""7"",""line_id"":null,""observed_text_sha256"":""0a54d000ff9408e011eab27d0fb005a4d9fac6dddf3f926ceecaf319885ec6f1"",""pdf_page"":236,""printed_page"":""209""}"
,pdf_vector_paths,,8,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""21a4f92b8bf1a676901877332f76e7f5a26abfe0c6a988559c741c0b48efde1e"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:438276b6fc973e428feb7a88,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[59.95,139.15,571.9,140.15],""chapter"":""8"",""line_id"":null,""observed_text_sha256"":""3df5e320c4dd5e147c01d3ea327b100c44181243906451b9610ce1e0a05a7221"",""pdf_page"":238,""printed_page"":""211""}"
,pdf_vector_paths,,8,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":2,""fill_count"":2,""geometry_fingerprint"":""b42a287148e9dd3ab17b9a606abc4cc18da2c66fcbfd9664fdf762e1fa637fe5"",""line_count"":0,""rect_count"":2,""stroke_count"":0}",ibc2018:vector-region:4edbc86adb2e67b38b84b476,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[59.95,222.7,571.9,226.65],""chapter"":""8"",""line_id"":null,""observed_text_sha256"":""0ea698b689c8ecced972f4463975e1ec6203a60d31ab5761fc993e7f60b07224"",""pdf_page"":238,""printed_page"":""211""}"
,pdf_vector_paths,,8,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""836db5945fc714cc5fecfd8432e74495c822067ea644eae79baa45b04b88b276"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:b7f82ec4d1eb8f9b08cb6127,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[559.15,339.45,563.25,635.75],""chapter"":""8"",""line_id"":null,""observed_text_sha256"":""6099f5a5afd2f0e9db811416e586e334ac959be76c5289da92ac8b00faf043ef"",""pdf_page"":239,""printed_page"":""212""}"
,pdf_vector_paths,,8,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":25,""fill_count"":25,""geometry_fingerprint"":""ff2a3fdb4cf4e41c612e6c4841c4d17c03a93361fbde24e0763880ade27c1565"",""line_count"":0,""rect_count"":25,""stroke_count"":0}",ibc2018:vector-region:77feb26d7084777e725819d5,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[58.65,95.75,572.95,349.75],""chapter"":""8"",""line_id"":null,""observed_text_sha256"":""4c20e966aa9f1d037c15f8b01f5da27a41f95652ca51bc461f0d6c952ed9cd49"",""pdf_page"":240,""printed_page"":""213""}"
,pdf_vector_paths,,9,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""21a4f92b8bf1a676901877332f76e7f5a26abfe0c6a988559c741c0b48efde1e"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:d6cb3ea3735d22a6429d83a4,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[59.95,139.15,571.9,140.15],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""3df5e320c4dd5e147c01d3ea327b100c44181243906451b9610ce1e0a05a7221"",""pdf_page"":244,""printed_page"":""217""}"
,pdf_vector_paths,,9,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":2,""fill_count"":2,""geometry_fingerprint"":""86d808238b308bb30e09b33428b581821b456387f5f084f2c6478573641bc6b8"",""line_count"":0,""rect_count"":2,""stroke_count"":0}",ibc2018:vector-region:fc5ddd2d7f1a287966d56207,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[59.95,208.75,571.9,212.75],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""2bd9819fa4f2ed96a5b6d05d192967bcd8253dfe71077f65e5b25cef8f3ddb7a"",""pdf_page"":244,""printed_page"":""217""}"
,pdf_vector_paths,,9,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""ed68d0974333c60664c0b470d51c4e3c9b2850e4fd8e357a6bb4d187789f85d4"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:57e44d190f5422b317f3fadd,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[579.1,233.5,583.15,588.55],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""c1ab9a45a97d1bedb86fd4351a3274600f26acf86ec7ecdbf6fad04c4a9aed86"",""pdf_page"":244,""printed_page"":""217""}"
,pdf_vector_paths,,9,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""bf6294df570c0874805221fcf00057dd16df3ecfb2ebad21763bd895ae16c340"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:ad933702eadaca3494d8b772,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[28.75,404.95,32.85,611.0],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""ff7958deb42272d89c7542b0ed037ab032af40e24dcb660265d23c8dddce4dbb"",""pdf_page"":245,""printed_page"":""218""}"
,pdf_vector_paths,,9,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""40ce6d5644cb14997e2ebd73e7df03163924baf4425d861823ec5095da1df5cb"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:2fd46eb888be0f876bb2e843,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[48.7,217.55,52.75,328.75],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""9e398bd671714e735b566d0433020491e157be36dc9873a25a6fff979e89c4a2"",""pdf_page"":246,""printed_page"":""219""}"
,pdf_vector_paths,,9,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":10,""fill_count"":10,""geometry_fingerprint"":""6bcc9652f2e1f2e7a5d77862991faa4e84a17f21d1bf92ebb556d005b7d5287a"",""line_count"":0,""rect_count"":10,""stroke_count"":0}",ibc2018:vector-region:51cfc597ab9ad44ac160d028,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[325.65,641.25,572.15,731.75],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""bf9eb3f48a4e72000b583123d94aa1fda951fa8c214f60f8b602c4595946354c"",""pdf_page"":246,""printed_page"":""219""}"
,pdf_vector_paths,,9,dense rectangle-only geometry is more consistent with table or background construction,candidate_tabular_or_background_geometry,"{""curve_count"":0,""drawing_count"":24,""fill_count"":24,""geometry_fingerprint"":""6a3cf20213f5af9b1351565df051901871429685e58724c43dae22f3340ef9d9"",""line_count"":0,""rect_count"":24,""stroke_count"":0}",ibc2018:vector-region:43964bf426513234d9531741,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[39.35,96.7,286.3,405.2],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""e96b618667e62faecec34fbaf0c0f02117533519bfaeb0daa1cc5f90905d1227"",""pdf_page"":249,""printed_page"":""222""}"
,pdf_vector_paths,,9,surviving vector geometry is source-backed but insufficient for automatic classification,candidate_vector_region_unclassified,"{""curve_count"":0,""drawing_count"":1,""fill_count"":1,""geometry_fingerprint"":""a41ecb55b85a050f7fde5d8ad2e739ce91d92903806321188725d946c3382599"",""line_count"":0,""rect_count"":1,""stroke_count"":0}",ibc2018:vector-region:5cfbe7a9cf1f207a05d9d117,0.0,,vector_graphic_region_detection,disputed,unknown,"{""appendix"":null,""bbox"":[559.15,570.7,563.25,743.95],""chapter"":""9"",""line_id"":null,""observed_text_sha256"":""59a8f88e16de728ea2ee21a61a2c19fbded8c95d015ee249cc2532ba2655cc6f"",""pdf_page"":249,""printed_page"":""222""}"
