id,raw_citation,raw_target,record_type,resolution_notes,resolution_reason,resolution_state,resolved_target,review_state,source_anchor,source_section,target_kind
ibc2018:cross-reference:83533853ad403552ea8b1797,Section 716,716,internal_cross_reference,,section_heading_prefix,resolved,716,provisional,"{""appendix"":null,""bbox"":[71.999,594.995,305.882,607.339],""chapter"":""4"",""line_id"":""poppler-line:d2f5b1c0d0caf92da698"",""observed_text_sha256"":""c96e2b1ca59759c84ea42e6eb5b198739a1740209c50452f13cffdf5fbf0a455"",""pdf_page"":106,""printed_page"":""79""}",412.4.1,section
ibc2018:cross-reference:8fe7401329c0842b4fa9b947,SECTION 413,413,internal_cross_reference,,section_heading_prefix,resolved,413,provisional,"{""appendix"":null,""bbox"":[397.079,65.749,460.502,85.187],""chapter"":""4"",""line_id"":""poppler-line:f6ccd604930301146da1"",""observed_text_sha256"":""65ea0970c67077f173423b6d12efdcd7ed74d1aa33afebb1cc7b11b01f68f531"",""pdf_page"":107,""printed_page"":""80""}",412.6,section
ibc2018:cross-reference:3c4967945d77489f2cde1dab,Section 1017.1,1017.1,internal_cross_reference,,preserved_resolved_target,resolved,1017.1,provisional,"{""appendix"":null,""bbox"":[39.95,70.88,285.852,83.223],""chapter"":""4"",""line_id"":""poppler-line:62d6b30c7cc410843cf4"",""observed_text_sha256"":""4ceae12489a080c9a9ffdc58920128b6b5375052d755e245e9a1ae7dbdeaa155"",""pdf_page"":107,""printed_page"":""80""}",412.4.4,section
ibc2018:cross-reference:9a33f95288c6f45b730afb06,Table 412.6,412.6,internal_cross_reference,,preserved_resolved_target,resolved,412.6,provisional,"{""appendix"":null,""bbox"":[63.909,122.727,176.01,135.07],""chapter"":""4"",""line_id"":""poppler-line:c88fc8537208e47472cd"",""observed_text_sha256"":""bd929a7e301cb9b478444ee5b59e89fc853c998a41a06f28573df9690286a2f0"",""pdf_page"":107,""printed_page"":""80""}",412.4.4,table
ibc2018:cross-reference:d1ba5e9ca1064b3ffa2b54df,Table 412.6,412.6,internal_cross_reference,,preserved_resolved_target,resolved,412.6,provisional,"{""appendix"":null,""bbox"":[51.959,169.594,285.787,181.938],""chapter"":""4"",""line_id"":""poppler-line:356d26d8cff42fd5d7b6"",""observed_text_sha256"":""cd10f5de860c98344a8e48b9b0659f940f5c5bdf0208127894d190cf3c663f2c"",""pdf_page"":107,""printed_page"":""80""}",412.6.1,table
ibc2018:cross-reference:d279b488bd9c548581d967d1,Table 1017.2,1017.2,internal_cross_reference,,preserved_resolved_target,resolved,1017.2,provisional,"{""appendix"":null,""bbox"":[51.958,191.561,285.558,203.905],""chapter"":""4"",""line_id"":""poppler-line:310595809d3232ba06e7"",""observed_text_sha256"":""1c9c488bf8a4d84472b002bd4b24090b434f2d2b334c951b5630a8f32d5b0a9e"",""pdf_page"":107,""printed_page"":""80""}",412.6.1,table
ibc2018:cross-reference:39b78266d892553c746871f8,Table 412.6,412.6,internal_cross_reference,,preserved_resolved_target,resolved,412.6,provisional,"{""appendix"":null,""bbox"":[51.958,213.528,235.383,225.872],""chapter"":""4"",""line_id"":""poppler-line:6f570b51e8dcf6bbb027"",""observed_text_sha256"":""3bd9e13d954577d5b772ef25c3721828a7c800aff57d4748e197a4bd6fdde691"",""pdf_page"":107,""printed_page"":""80""}",412.6.1,table
ibc2018:cross-reference:2d67167753cb5a37cb3ca349,SECTION 414,414,internal_cross_reference,,section_heading_prefix,resolved,414,provisional,"{""appendix"":null,""bbox"":[397.066,292.336,460.589,311.774],""chapter"":""4"",""line_id"":""poppler-line:5e9c18f4dbad07a9bfa0"",""observed_text_sha256"":""29d65aad4cf3f4f345136f1977551ce5af2cbafb469a9f7549aff46c9ad98dca"",""pdf_page"":107,""printed_page"":""80""}",413.2,section
ibc2018:cross-reference:8d0cf01c44a4c8e335b2c7fe,Sections 414.1,414.1,internal_cross_reference,,preserved_resolved_target,resolved,414.1,provisional,"{""appendix"":null,""bbox"":[306.044,317.217,551.919,336.758],""chapter"":""4"",""line_id"":""poppler-line:ea12babb7381308ac25e"",""observed_text_sha256"":""c26dab9cf92eebc4806c2ba966b072e56555455019633b102d9421b7655def29"",""pdf_page"":107,""printed_page"":""80""}",414.1,section
ibc2018:cross-reference:0540c23e43cdf0394b719aad,Section 415,415,internal_cross_reference,,section_heading_prefix,resolved,415,provisional,"{""appendix"":null,""bbox"":[318.051,392.417,551.781,404.761],""chapter"":""4"",""line_id"":""poppler-line:daa442e399a8e246a95d"",""observed_text_sha256"":""d7ba53b7139edc1b80098a7fe2353285e72753e85f85c53446e866c8be3e73bf"",""pdf_page"":107,""printed_page"":""80""}",414.1.1,section
ibc2018:cross-reference:935ce14d7d12843a31eeac86,Sections 307 and 415,307,internal_cross_reference,,section_heading_prefix,resolved,307,provisional,"{""appendix"":null,""bbox"":[318.051,440.28,551.584,452.624],""chapter"":""4"",""line_id"":""poppler-line:d38e7485ec2af60b1e43"",""observed_text_sha256"":""4780901020b50d462cf86048b6fe7298173e295388d920c98988848692ed3be8"",""pdf_page"":107,""printed_page"":""80""}",414.1.2,section
ibc2018:cross-reference:9972781bb6c06160f6861296,Sections 307 and 415,415,internal_cross_reference,,section_heading_prefix,resolved,415,provisional,"{""appendix"":null,""bbox"":[318.051,440.28,551.584,452.624],""chapter"":""4"",""line_id"":""poppler-line:d38e7485ec2af60b1e43"",""observed_text_sha256"":""4780901020b50d462cf86048b6fe7298173e295388d920c98988848692ed3be8"",""pdf_page"":107,""printed_page"":""80""}",414.1.2,section
ibc2018:cross-reference:cce2b4ba274f41992e646d16,Chapter 10,10,internal_cross_reference,,preserved_resolved_target,resolved,10,provisional,"{""appendix"":null,""bbox"":[51.902,471.103,285.443,483.447],""chapter"":""4"",""line_id"":""poppler-line:8448e10c9b30fed6bf94"",""observed_text_sha256"":""b31de6486e126be39015cac77c98cf61f672685656c4755e89d3e679587b8fd1"",""pdf_page"":107,""printed_page"":""80""}",412.7.3,chapter
ibc2018:cross-reference:858c051213881e0855d537e8,Section 311.2,311.2,internal_cross_reference,,preserved_resolved_target,resolved,311.2,provisional,"{""appendix"":null,""bbox"":[330.003,499.209,551.704,511.553],""chapter"":""4"",""line_id"":""poppler-line:9e9290161f2dcbdcc64a"",""observed_text_sha256"":""987282cd20428ddd5261b788bd65c859a9627532d723bd3e5be7a5de59d8d61c"",""pdf_page"":107,""printed_page"":""80""}",414.1.2.1,section
ibc2018:cross-reference:31e8c8651c032617aca7cfc1,Section 905.3,905.3,internal_cross_reference,,preserved_resolved_target,resolved,905.3,provisional,"{""appendix"":null,""bbox"":[51.967,588.905,235.305,601.249],""chapter"":""4"",""line_id"":""poppler-line:83c37e4ea7b2716d4504"",""observed_text_sha256"":""a11fa467f773c149d971f4f6e94637c3fb1d9b2468f6ca2bb4e955180c35144c"",""pdf_page"":107,""printed_page"":""80""}",412.7.5,section
ibc2018:cross-reference:2f19f41a9527868d64be3cc5,Tables 307.1(1),307.1(1),internal_cross_reference,,preserved_resolved_target,resolved,307.1(1),provisional,"{""appendix"":null,""bbox"":[317.996,590.011,551.849,602.355],""chapter"":""4"",""line_id"":""poppler-line:68dd460254d60e070fb9"",""observed_text_sha256"":""a68f7e470f0115e8ff36c11942ccb47930f44e22f61f66b78ad642204a13febd"",""pdf_page"":107,""printed_page"":""80""}",414.1.3,table
ibc2018:cross-reference:13f9a2132ce11a8537e95254,Section 903.3,903.3,internal_cross_reference,,preserved_resolved_target,resolved,903.3,provisional,"{""appendix"":null,""bbox"":[374.07,124.499,445.929,136.842],""chapter"":""4"",""line_id"":""poppler-line:64c05d34e7437a053dd4"",""observed_text_sha256"":""e18a37f9eccc244d686a3672e7e24b3eed263ac8eb76a5af2a70b7b8502dac36"",""pdf_page"":108,""printed_page"":""81""}",414.1.3,section
ibc2018:cross-reference:d50cff3eb1cfebf42cfbf98f,Sections 414.2,414.2,internal_cross_reference,,preserved_resolved_target,resolved,414.2,provisional,"{""appendix"":null,""bbox"":[338.049,200.415,570.996,212.759],""chapter"":""4"",""line_id"":""poppler-line:f1cda01bf1bf7f11d41e"",""observed_text_sha256"":""05872b97ea26d2ff3c975da13c1a0cb4d8aaeea905fde694c286519127c6bc28"",""pdf_page"":108,""printed_page"":""81""}",414.2.5,section
ibc2018:cross-reference:0a061d72fd60d4f908faabe1,Sections 414.2,414.2,internal_cross_reference,,preserved_resolved_target,resolved,414.2,provisional,"{""appendix"":null,""bbox"":[60.055,226.201,305.964,238.545],""chapter"":""4"",""line_id"":""poppler-line:c978bdf58906c6ea38ed"",""observed_text_sha256"":""398a6b05fe3cba82808217893f51c8575bd2a4219530aacf0a1f881f4bf61522"",""pdf_page"":108,""printed_page"":""81""}",414.2,section
ibc2018:cross-reference:dfb122b81744fdcf364d6f36,Section 428,428,internal_cross_reference,,section_heading_prefix,resolved,428,provisional,"{""appendix"":null,""bbox"":[72.006,263.164,305.853,275.507],""chapter"":""4"",""line_id"":""poppler-line:e0fa51ecc316030c57f4"",""observed_text_sha256"":""801d2b60874e7f1d3f8ea78367331e96947d158d8877c31e0594b1995b2ffb07"",""pdf_page"":108,""printed_page"":""81""}",414.2,section
ibc2018:cross-reference:f5b25982e6a3e064b0e0cc22,Chapter 38,38,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[72.006,263.164,305.853,275.507],""chapter"":""4"",""line_id"":""poppler-line:e0fa51ecc316030c57f4"",""observed_text_sha256"":""801d2b60874e7f1d3f8ea78367331e96947d158d8877c31e0594b1995b2ffb07"",""pdf_page"":108,""printed_page"":""81""}",414.2,chapter
ibc2018:cross-reference:1203fce9a0ec2fa65e965c86,Tables 307.1(1),307.1(1),internal_cross_reference,,preserved_resolved_target,resolved,307.1(1),provisional,"{""appendix"":null,""bbox"":[350.001,304.607,571.617,316.951],""chapter"":""4"",""line_id"":""poppler-line:6b67e8a788ad77a18af4"",""observed_text_sha256"":""b5430cd51b50d853235de10ab9484fede284d7c0235c27b2e02575865d4c0189"",""pdf_page"":108,""printed_page"":""81""}",414.2.5.1,table
ibc2018:cross-reference:6acc710569df81edb5d993b1,Section 707,707,internal_cross_reference,,section_heading_prefix,resolved,707,provisional,"{""appendix"":null,""bbox"":[72.006,311.137,306.229,323.481],""chapter"":""4"",""line_id"":""poppler-line:ba0d75b88007bcf981fe"",""observed_text_sha256"":""7696f6408b47a5023fbfa3001799e2dc1f325ec58dc75af6d87b017c8b357c04"",""pdf_page"":108,""printed_page"":""81""}",414.2.1,section
ibc2018:cross-reference:cbc52f563dbe1e9709a66052,Section 711,711,internal_cross_reference,,section_heading_prefix,resolved,711,provisional,"{""appendix"":null,""bbox"":[72.006,322.093,306.054,334.437],""chapter"":""4"",""line_id"":""poppler-line:b4895e2e7418869d4323"",""observed_text_sha256"":""4d6806dbe9922f354381554ef52809f8b1644fd1d333a9a3a0b1c87841691cac"",""pdf_page"":108,""printed_page"":""81""}",414.2.1,section
ibc2018:cross-reference:f92fd1a3226df18129dab94f,Table 414.2,414.2,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[350.0,359.553,534.81,371.897],""chapter"":""4"",""line_id"":""poppler-line:dcc75476c0104cd1822f"",""observed_text_sha256"":""f3be1cd13e381ddc257cb2c94995bf4105b5173876be572d2f8f598c5d5e4d8e"",""pdf_page"":108,""printed_page"":""81""}",414.2.5.1,table
ibc2018:cross-reference:53bde094cbbff575e485d21f,Table 414.2,414.2,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[72.006,392.034,129.074,404.378],""chapter"":""4"",""line_id"":""poppler-line:c8b38fb5476ebcd43f89"",""observed_text_sha256"":""dd418bc58b3b384e9ede0aa19c4ce16fc23a4cb29640537058ff70609537a2c2"",""pdf_page"":108,""printed_page"":""81""}",414.2.2,table
ibc2018:cross-reference:2b13a1f468d9b8a66ebb6c28,Table 414.2,414.2,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[349.999,420.475,572.08,432.818],""chapter"":""4"",""line_id"":""poppler-line:8b84793105efe78e25c9"",""observed_text_sha256"":""3e1a437f8081b960dbbb7878dec879b0263f3629cd830f38ca08db69646d3605"",""pdf_page"":108,""printed_page"":""81""}",414.2.5.2,table
ibc2018:cross-reference:e88329b70c18539fd6448c6b,Table 414.2,414.2,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[72.006,466.899,305.958,479.243],""chapter"":""4"",""line_id"":""poppler-line:8d3e0d4fc057d639dd98"",""observed_text_sha256"":""1fcb135429368a6611e698aa71f4b558492383dbccf0f75e844c4b2e5ed6e925"",""pdf_page"":108,""printed_page"":""81""}",414.2.4,table
ibc2018:cross-reference:0459189fae72b04d0edbfd82,Tables 307.1(1) and 307.1(2),307.1(1),internal_cross_reference,,preserved_resolved_target,resolved,307.1(1),provisional,"{""appendix"":null,""bbox"":[59.538,717.342,571.574,727.158],""chapter"":""4"",""line_id"":""poppler-line:185a04a7b5df74538fdc"",""observed_text_sha256"":""c5fd97c4e888e20668c42bf7a11fc847d57ec26ff7e6dca4beaa320fb68b40c1"",""pdf_page"":108,""printed_page"":""81""}",504.4,table
ibc2018:cross-reference:5ac880f3b6ced05d52e2c3a3,Tables 307.1(1) and 307.1(2),307.1(2),internal_cross_reference,,preserved_resolved_target,resolved,307.1(2),provisional,"{""appendix"":null,""bbox"":[59.538,717.342,571.574,727.158],""chapter"":""4"",""line_id"":""poppler-line:185a04a7b5df74538fdc"",""observed_text_sha256"":""c5fd97c4e888e20668c42bf7a11fc847d57ec26ff7e6dca4beaa320fb68b40c1"",""pdf_page"":108,""printed_page"":""81""}",504.4,table
ibc2018:cross-reference:3c34ce93b120a8847f452073,Sections 414.5,414.5,internal_cross_reference,,preserved_resolved_target,resolved,414.5,provisional,"{""appendix"":null,""bbox"":[305.981,75.529,551.743,87.873],""chapter"":""4"",""line_id"":""poppler-line:5561bbc98d7ce7aaaebd"",""observed_text_sha256"":""89a91e0c20d32a6fadc5c241c82cbe4f7f7b010338835087d6bd2b3e862691ac"",""pdf_page"":109,""printed_page"":""82""}",414.3,section
ibc2018:cross-reference:040031139cb85da01d7faa58,Table 414.5,414.5,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[317.988,123.503,551.666,135.847],""chapter"":""4"",""line_id"":""poppler-line:fde141d9c7d022ce3afd"",""observed_text_sha256"":""0f1d6691a96a203843f3fbc438aa6a80c95e27d17f18c309b9b349d17dde9d43"",""pdf_page"":109,""printed_page"":""82""}",414.5.1,table
ibc2018:cross-reference:26b4eb5969a9fc038655a058,Table 307.1(1),307.1(1),internal_cross_reference,,preserved_resolved_target,resolved,307.1(1),provisional,"{""appendix"":null,""bbox"":[317.988,145.415,551.695,157.759],""chapter"":""4"",""line_id"":""poppler-line:e843cd1b1761378eeeac"",""observed_text_sha256"":""caba6a860d9c67802b84465a33658e7fa483fe4a8a68b85e3e875d10b94eec36"",""pdf_page"":109,""printed_page"":""82""}",414.5.1,table
ibc2018:cross-reference:484e3758887d879c13355f91,Section 415,415,internal_cross_reference,,section_heading_prefix,resolved,415,provisional,"{""appendix"":null,""bbox"":[317.988,167.382,551.687,179.726],""chapter"":""4"",""line_id"":""poppler-line:a7f01ba818aa445b8ab2"",""observed_text_sha256"":""3e2da4ce5b8b7690965dfd57b83f603eb0ce0788fde1a05cbe24acaff79a4d9b"",""pdf_page"":109,""printed_page"":""82""}",414.5.1,section
ibc2018:cross-reference:60df692df23ddf5ec7b35f07,Section 2702,2702,internal_cross_reference,,section_heading_prefix,resolved,2702,provisional,"{""appendix"":null,""bbox"":[317.988,248.113,551.895,260.457],""chapter"":""4"",""line_id"":""poppler-line:51ead967db725370d98e"",""observed_text_sha256"":""bc2d8cd19f72912932781e987b836b509a5b88c04d9703d3a97589702b032f15"",""pdf_page"":109,""printed_page"":""82""}",414.5.2,section
ibc2018:cross-reference:cab902aca1504d0c1b5f29fe,Section 903.3,903.3,internal_cross_reference,,preserved_resolved_target,resolved,903.3,provisional,"{""appendix"":null,""bbox"":[39.7,613.79,551.417,623.605],""chapter"":""4"",""line_id"":""poppler-line:5e1932eff7f56d8c2ca2"",""observed_text_sha256"":""174f9e47926d84d9b8ae6eb6dba2babeb4f9db5b299eb4c63dd20f79118554e0"",""pdf_page"":109,""printed_page"":""82""}",504.4,section
ibc2018:cross-reference:eb0798b52472a38d3e50934c,Table 414.2,414.2,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[39.7,651.862,233.818,661.678],""chapter"":""4"",""line_id"":""poppler-line:715563d3493b01b2548e"",""observed_text_sha256"":""1fac9619323f8dd00b3f451ba67a369f83107829caf8e12a69c0d1b3588681b5"",""pdf_page"":109,""printed_page"":""82""}",414.5,table
ibc2018:cross-reference:731a01875f2b738a041255a2,Section 307,307,internal_cross_reference,,section_heading_prefix,resolved,307,provisional,"{""appendix"":null,""bbox"":[39.699,661.819,372.343,671.635],""chapter"":""4"",""line_id"":""poppler-line:3ce350931a9412cd315b"",""observed_text_sha256"":""86f8d4b94a33a365e0d7f02e1d239d4c524a1f23f6ba59a7b11e1b008c8a3ecf"",""pdf_page"":109,""printed_page"":""82""}",504.4,section
ibc2018:cross-reference:7578d6a91dd1afe80cf367e3,Section 903.3,903.3,internal_cross_reference,,preserved_resolved_target,resolved,903.3,provisional,"{""appendix"":null,""bbox"":[39.699,719.917,537.071,729.733],""chapter"":""4"",""line_id"":""poppler-line:166b07d7a6deb2496d19"",""observed_text_sha256"":""5cf89b90162856944be0f62ec2c6ae6c42f86ef3e43fcbec769615e8f13ab467"",""pdf_page"":109,""printed_page"":""82""}",504.4,section
ibc2018:cross-reference:0e61ee5eb7907368084e099d,Tables 5704.3,5704.3,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[163.422,117.626,486.246,131.209],""chapter"":""4"",""line_id"":""poppler-line:027a97f4f352b99d4b2c"",""observed_text_sha256"":""6bb6e891c1a4f961d504c62316abb21198febedb276e2eaeb076667550353db4"",""pdf_page"":110,""printed_page"":""83""}",504.4,table
ibc2018:cross-reference:848f53d9a0274b462d532cab,Section 506,506,internal_cross_reference,,section_heading_prefix,resolved,506,provisional,"{""appendix"":null,""bbox"":[362.076,508.891,515.767,521.235],""chapter"":""4"",""line_id"":""poppler-line:882d5eccda9771e00e2b"",""observed_text_sha256"":""04828fc2dc9b8ebf8fc455e8578037775b4b123ce185df6316ed0ad77a93931c"",""pdf_page"":110,""printed_page"":""83""}",414.6.1.3,section
ibc2018:cross-reference:42bb4e69f9014bf5d458901f,SECTION 415,415,internal_cross_reference,,section_heading_prefix,resolved,415,provisional,"{""appendix"":null,""bbox"":[416.967,535.579,480.555,555.017],""chapter"":""4"",""line_id"":""poppler-line:b999971cec2cf1f48416"",""observed_text_sha256"":""aff77382c26ea9e86c134952001f3df8454318a19cf660a7468e051aab0afdbb"",""pdf_page"":110,""printed_page"":""83""}",414.6.1.3,section
ibc2018:cross-reference:a77a4a8aeb481e4b42d01a19,Sections 415.1,415.1,internal_cross_reference,,preserved_resolved_target,resolved,415.1,provisional,"{""appendix"":null,""bbox"":[326.056,561.992,570.854,579.662],""chapter"":""4"",""line_id"":""poppler-line:f6049777256b733efbfe"",""observed_text_sha256"":""f7f53305674e1febf2e73f3c75d9840d470cba4b867956579114119ed98e41a3"",""pdf_page"":110,""printed_page"":""83""}",415.1,section
ibc2018:cross-reference:16c63e82e7923583cccf5999,Section 307.1,307.1,internal_cross_reference,,preserved_resolved_target,resolved,307.1,provisional,"{""appendix"":null,""bbox"":[326.055,598.752,504.997,611.096],""chapter"":""4"",""line_id"":""poppler-line:2eb115fd9b8e9d2533e0"",""observed_text_sha256"":""25b5e1094fbcfa6dd3f2f204af76a259d1a0d6640b0247d890b79b3682d1529d"",""pdf_page"":110,""printed_page"":""83""}",415.1,section
ibc2018:cross-reference:a6521aee7608b64c4cef0b27,Section 414,414,internal_cross_reference,,section_heading_prefix,resolved,414,provisional,"{""appendix"":null,""bbox"":[326.055,635.714,546.908,648.058],""chapter"":""4"",""line_id"":""poppler-line:765a0d0a81b7b74314cf"",""observed_text_sha256"":""88cc2e7204d17e036ecfa5c0110850729c8c7ea87e6fd0442585d8025c0793cc"",""pdf_page"":110,""printed_page"":""83""}",415.2,section
ibc2018:cross-reference:5474198476c689150324482d,Section 907.2,907.2,internal_cross_reference,,preserved_resolved_target,resolved,907.2,provisional,"{""appendix"":null,""bbox"":[326.054,672.622,491.111,684.966],""chapter"":""4"",""line_id"":""poppler-line:695972d3c8b28ae576ba"",""observed_text_sha256"":""b61db5d2586c7e353c84c52a55824911109f9d2bdbeabf1cd1e1defff6a055e4"",""pdf_page"":110,""printed_page"":""83""}",415.3,section
ibc2018:cross-reference:ec714d29d36c845356e60ba6,Section 903.2,903.2,internal_cross_reference,,preserved_resolved_target,resolved,903.2,provisional,"{""appendix"":null,""bbox"":[326.054,709.584,497.44,721.928],""chapter"":""4"",""line_id"":""poppler-line:84f367f28f473bf4ac28"",""observed_text_sha256"":""a5ec892eecb4e3366515e8e758103209b151e841bbd71582a1b16552c929fe6a"",""pdf_page"":110,""printed_page"":""83""}",415.4,section
ibc2018:cross-reference:c9e6c984fdeb86f6d69326dc,Sections 414.6,414.6,internal_cross_reference,,preserved_resolved_target,resolved,414.6,provisional,"{""appendix"":null,""bbox"":[71.946,714.475,280.147,726.819],""chapter"":""4"",""line_id"":""poppler-line:a488c1891a99290d2dab"",""observed_text_sha256"":""671a0ee3e31cb11c0730a4f41c5fd2256e0e9cc3a3c14efc15b771a11622894f"",""pdf_page"":110,""printed_page"":""83""}",414.6.1,section
ibc2018:cross-reference:4f9727b26f966909e2014e62,Section 415.5,415.5,internal_cross_reference,,preserved_resolved_target,resolved,415.5,provisional,"{""appendix"":null,""bbox"":[317.989,191.562,551.836,203.906],""chapter"":""4"",""line_id"":""poppler-line:60778c131f5a5dfb56a3"",""observed_text_sha256"":""cfade916c2247953fe06f56e8f2c778c0887bbb530d6b83456d28c7f7186199f"",""pdf_page"":111,""printed_page"":""84""}",415.5.3,section
ibc2018:cross-reference:e0077770a900650814af577d,Section 41,41,internal_cross_reference,,section_target_not_indexed,unresolved,,provisional,"{""appendix"":null,""bbox"":[39.608,656.025,113.641,665.841],""chapter"":""4"",""line_id"":""poppler-line:63af99a66b42f381da35"",""observed_text_sha256"":""3f9505de6c860becb065c15296b3ce0385f45fdd987a854dd14d0f476c1c5331"",""pdf_page"":111,""printed_page"":""84""}",415.5.2,section
ibc2018:cross-reference:8a58d6a5e8524abb1d12b5e7,Section 415.11,415.11,internal_cross_reference,,preserved_resolved_target,resolved,415.11,provisional,"{""appendix"":null,""bbox"":[39.609,735.111,472.369,744.927],""chapter"":""4"",""line_id"":""poppler-line:0702adc061fe7a12d515"",""observed_text_sha256"":""3448c10960f29534d2053d1d49ec8f21d0d2d96c7edfba1b3bae375b2747c7d9"",""pdf_page"":111,""printed_page"":""84""}",5704.3.6.3(8),section
ibc2018:cross-reference:936e6a4769f96e964892bea5,Section 415.5,415.5,internal_cross_reference,,preserved_resolved_target,resolved,415.5,provisional,"{""appendix"":null,""bbox"":[71.95,86.817,305.752,99.161],""chapter"":""4"",""line_id"":""poppler-line:a517ed387f7469822750"",""observed_text_sha256"":""7763a8c999eea0914d1804d69656078919cc51aa93e93bb076e6148da95710f7"",""pdf_page"":112,""printed_page"":""85""}",415.5.4,section
ibc2018:cross-reference:5a50b5cda8e8de9c1b358a7b,Table 415.6,415.6,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[337.99,97.068,571.654,109.412],""chapter"":""4"",""line_id"":""poppler-line:90a2755cba9030ab3690"",""observed_text_sha256"":""341093148a9b9f5be0a92ac11356fad897ca0a203cee729e44beaa45b198111a"",""pdf_page"":112,""printed_page"":""85""}",415.6.2,table
ibc2018:cross-reference:885a83c817f6e1988dcc0f35,Section 2702.2,2702.2,internal_cross_reference,,preserved_resolved_target,resolved,2702.2,provisional,"{""appendix"":null,""bbox"":[71.95,109.172,179.81,121.516],""chapter"":""4"",""line_id"":""poppler-line:71607cdcefd29c5e701b"",""observed_text_sha256"":""6252d1aa6c1c726d99448dcde2a2a045da29ecbef80407c4483b9ec445b1a3c0"",""pdf_page"":112,""printed_page"":""85""}",415.5.4,section
ibc2018:cross-reference:b3e10f649c0a357443ed05c2,Table 415.6,415.6,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[349.996,142.773,571.732,155.117],""chapter"":""4"",""line_id"":""poppler-line:0e09e40604835d7b70e4"",""observed_text_sha256"":""27b7e383e5310ce30aaff201095633f3023b296c14960bd2c3ae9b3cf212346c"",""pdf_page"":112,""printed_page"":""85""}",415.6.2.1,table
ibc2018:cross-reference:4354ffc1a0514f63547f6384,Table 415.6,415.6,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[326.039,364.105,571.941,376.448],""chapter"":""4"",""line_id"":""poppler-line:20d46f7b30fa4ecd0de5"",""observed_text_sha256"":""33f329e0905afa6f3d30ec2154d6482cddd1c963bf5abe18280090693f5d9939"",""pdf_page"":112,""printed_page"":""85""}",415.8,table
ibc2018:cross-reference:176af5b5e2cbca38c50de8d2,Section 307.3,307.3,internal_cross_reference,,preserved_resolved_target,resolved,307.3,provisional,"{""appendix"":null,""bbox"":[326.038,395.866,571.764,408.209],""chapter"":""4"",""line_id"":""poppler-line:e22cc3f2a2b3aa2f2232"",""observed_text_sha256"":""577a320c7e19844f10af72f86fee89d8a5be252a070df892e23be67c3432a71d"",""pdf_page"":112,""printed_page"":""85""}",415.8,section
ibc2018:cross-reference:28b7573da51daa6a28c2e34e,Table 307.1(1),307.1(1),internal_cross_reference,,preserved_resolved_target,resolved,307.1(1),provisional,"{""appendix"":null,""bbox"":[326.038,427.682,553.32,440.026],""chapter"":""4"",""line_id"":""poppler-line:5c9f46b4ade8ea263784"",""observed_text_sha256"":""fc0cb5675293c0283a578b3dbb9eb2929e091d61c97e0277562970e662e20fa5"",""pdf_page"":112,""printed_page"":""85""}",415.8,table
ibc2018:cross-reference:4f14082201dd289f12b40ee5,Table 415.6,415.6,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[337.991,518.871,571.947,531.215],""chapter"":""4"",""line_id"":""poppler-line:6e6b4ad7e2e1cdd498d0"",""observed_text_sha256"":""c4e50cd185ad7a0bc32830a538bc4f9fbe8fbd1a37be2ffcf89c502511ac9af1"",""pdf_page"":112,""printed_page"":""85""}",415.8.2,table
ibc2018:cross-reference:ce017bb5d77848cb3ce0799a,Table 415.6,415.6,internal_cross_reference,,target_not_in_inventory,nonexistent,,provisional,"{""appendix"":null,""bbox"":[84.011,657.424,143.468,669.768],""chapter"":""4"",""line_id"":""poppler-line:93ed941d2282911528ab"",""observed_text_sha256"":""c4a2d40a3b96e9c07d99c51e39a670bf07b516035aa2789c6bcd2d63bfcf20b8"",""pdf_page"":112,""printed_page"":""85""}",415.6.1.3,table
ibc2018:cross-reference:8f3cf177394e8701245fb16a,Section 414.1,414.1,internal_cross_reference,,preserved_resolved_target,resolved,414.1,provisional,"{""appendix"":null,""bbox"":[84.011,724.598,294.236,736.942],""chapter"":""4"",""line_id"":""poppler-line:0cb63be60f8ce1cd453f"",""observed_text_sha256"":""ca60b7d3be863ec8e61a3644f4cffd35b355ba2b6ae015c25197ec372baa18b2"",""pdf_page"":112,""printed_page"":""85""}",415.6.1.4,section
