accessibility_description_status,anchors,appendix,caption,caption_sha256,chapter,committee_designation,continuation_pages,dimensions,external_references,extraction_confidence,id,interpretation_confidence,labels,nearby_exceptions,notes,orientation,pdf_page_range,printed_page_range,published_identifier,raw_evidence_links,record_type,referenced_sections,related_tables,review_state,section_context,semantic_category,subfigure_structure
missing,"[{""appendix"":null,""bbox"":[130.4,321.905,198.923,337.361],""chapter"":""7"",""line_id"":""poppler-line:93b869365c7de702433d"",""observed_text_sha256"":""903e940d8902a1ba74c11dbc86ee253b7e4532ff2d46fee69770dec19c79d4d5"",""pdf_page"":221,""printed_page"":""194""}]",,GYPSUM-PROTECTED STRUCTURAL STEEL COLUMNS WITH STEEL STUD/SCREW ATTACHMENT SYSTEM,1787a6637cf870096112c42f4bad6f541c538f48fe5d3ef7195fe0cc8015deb0,7,,[],[],[],0.99,ibc2018:figure:9656e3a70d35e7ce89c83128,0.72,[],[],"[{""appendix"":null,""bbox"":[306.95,325.177,543.323,334.993],""chapter"":""7"",""line_id"":""poppler-line:55f697c1e685c7be9268"",""observed_text_sha256"":""dc8b565b6aa7d2d64a9b6833654b9cf8362c2aa1e14ac2d14b2c2f79c794ca6f"",""pdf_page"":221,""printed_page"":""194""},{""appendix"":null,""bbox"":[42.885,356.01,186.7,365.826],""chapter"":""7"",""line_id"":""poppler-line:859375044c28fcddf696"",""observed_text_sha256"":""de1b02489526dcff6950c6d72fb27cab81e18ebc603d1cb16a48f0f2eb416406"",""pdf_page"":221,""printed_page"":""194""},{""appendix"":null,""bbox"":[306.95,391.196,549.609,401.011],""chapter"":""7"",""line_id"":""poppler-line:fc320ee3a7d60829a4c6"",""observed_text_sha256"":""0f205f84e9fa07a69e6cbb14d3d5105a18630fdb9ec254eb732bf47f4041e23c"",""pdf_page"":221,""printed_page"":""194""}]",portrait,"[221,221]","[""194"",""194""]",722.5.1(3),"[""poppler-line:93b869365c7de702433d""]",figure,[],[],provisional,722.5.1.2,fire-resistance assembly,unreviewed
missing,"[{""appendix"":null,""bbox"":[393.957,341.137,462.537,356.594],""chapter"":""7"",""line_id"":""poppler-line:2d335a3d2a53b43673c1"",""observed_text_sha256"":""10d3fc60a514147f29746b00e5d9c95c5d58b1e6803efb6ea70ac797b11a77cd"",""pdf_page"":221,""printed_page"":""194""}]",,FIRE RESISTANCE OF STRUCTURAL STEEL COLUMNS PROTECTED WITH VARIOUS THICKNESSES OF TYPE X GYPSUM WALLBOARD,f6383d9e89019d1bf375b7b0cb5a32c29232570afb6c0bd2c01927f015510fad,7,,[],[],[],0.99,ibc2018:figure:3cf0924dd59eb7cf0e1015a3,0.72,[],[],"[{""appendix"":null,""bbox"":[306.95,325.177,543.323,334.993],""chapter"":""7"",""line_id"":""poppler-line:55f697c1e685c7be9268"",""observed_text_sha256"":""dc8b565b6aa7d2d64a9b6833654b9cf8362c2aa1e14ac2d14b2c2f79c794ca6f"",""pdf_page"":221,""printed_page"":""194""},{""appendix"":null,""bbox"":[42.885,356.01,186.7,365.826],""chapter"":""7"",""line_id"":""poppler-line:859375044c28fcddf696"",""observed_text_sha256"":""de1b02489526dcff6950c6d72fb27cab81e18ebc603d1cb16a48f0f2eb416406"",""pdf_page"":221,""printed_page"":""194""},{""appendix"":null,""bbox"":[306.95,391.196,549.609,401.011],""chapter"":""7"",""line_id"":""poppler-line:fc320ee3a7d60829a4c6"",""observed_text_sha256"":""0f205f84e9fa07a69e6cbb14d3d5105a18630fdb9ec254eb732bf47f4041e23c"",""pdf_page"":221,""printed_page"":""194""}]",portrait,"[221,221]","[""194"",""194""]",722.5.1(4),"[""poppler-line:2d335a3d2a53b43673c1""]",figure,[],[],provisional,722.5.1.2,fire-resistance assembly,unreviewed
missing,"[{""appendix"":null,""bbox"":[415.15,625.755,483.787,641.211],""chapter"":""7"",""line_id"":""poppler-line:73a573750a12bb0b42ba"",""observed_text_sha256"":""baf6dd0fb184e5114ce1d4711474e985f97122f8bbe43a22ca8fec5a76901682"",""pdf_page"":221,""printed_page"":""194""}]",,WIDE FLANGE STRUCTURAL STEEL COLUMNS WITH SPRAYED FIRE-RESISTANT MATERIALS,c86b1b1fa2a3fd87d4b837df9581ca58bad408a081fe09d30eb7d2e2b318b9c5,7,,[],[],[],0.99,ibc2018:figure:8319a3703354321948d0455d,0.72,[],[],[],portrait,"[221,221]","[""194"",""194""]",722.5.1(5),"[""poppler-line:73a573750a12bb0b42ba""]",figure,[],[],provisional,722.5.1.2,fire-resistance assembly,unreviewed
missing,"[{""appendix"":null,""bbox"":[282.2,253.155,350.723,268.611],""chapter"":""7"",""line_id"":""poppler-line:190b6731bb394c3e6682"",""observed_text_sha256"":""37a14b0d15f4ba89147f85a6cf7c3c7b3ec3f720e6775b1a562fccb7d4b3f097"",""pdf_page"":222,""printed_page"":""195""}]",,"CONCRETE PROTECTED STRUCTURAL STEEL COLUMNSa, b",46a107c25616a57c0ffa7b6005a811701a26c84279b7c9e4262e56964e10b635,7,,[],[],[],0.99,ibc2018:figure:c4ff14e48a66903f207ce847,0.72,[],[],"[{""appendix"":null,""bbox"":[61.149,278.006,572.023,288.952],""chapter"":""7"",""line_id"":""poppler-line:5cb8d2b37f7da09ffe23"",""observed_text_sha256"":""3252fe6f418698500c4f135ff353380ff714a1d6918e805cd366d1ce278ab14a"",""pdf_page"":222,""printed_page"":""195""},{""appendix"":null,""bbox"":[61.22,297.234,571.78,307.049],""chapter"":""7"",""line_id"":""poppler-line:ee9bac6bc2159b719aa7"",""observed_text_sha256"":""9f5dbd337bc10333781a1d164ea43af2a2fc02258f98e70d35e5904969dd58ba"",""pdf_page"":222,""printed_page"":""195""}]",portrait,"[222,222]","[""195"",""195""]",722.5.1(6),"[""poppler-line:190b6731bb394c3e6682""]",figure,[],[],provisional,5704.3.6.3(8),fire-resistance assembly,unreviewed
missing,"[{""appendix"":null,""bbox"":[284.15,494.455,352.674,509.911],""chapter"":""7"",""line_id"":""poppler-line:09277da0afb77cb566c5"",""observed_text_sha256"":""2850665ec8f54538aa84d755c719b51ee88e3aaae3d0109f096d12b72151f0ea"",""pdf_page"":222,""printed_page"":""195""}]",,CONCRETE OR CLAY MASONRY PROTECTED STRUCTURAL STEEL COLUMNS,0a9aafa83535a8b4c15b47326a73a16306a6811ab9e558677b4fd813d3b8e349,7,,[],[],[],0.99,ibc2018:figure:6004e9bb70a3460b02e29582,0.72,[],[],"[{""appendix"":null,""bbox"":[59.789,519.622,143.242,529.437],""chapter"":""7"",""line_id"":""poppler-line:2998640fcc9edb165c6f"",""observed_text_sha256"":""7186aa4dff1aeb49904af05eb5380ccfe55d2641cb02846f379cf22de98d1385"",""pdf_page"":222,""printed_page"":""195""}]",portrait,"[222,222]","[""195"",""195""]",722.5.1(7),"[""poppler-line:09277da0afb77cb566c5""]",figure,[],[],provisional,5704.3.6.3(8),fire-resistance assembly,unreviewed
missing,"[{""appendix"":null,""bbox"":[153.1,657.205,211.822,672.661],""chapter"":""7"",""line_id"":""poppler-line:5411f5991bf97d84c316"",""observed_text_sha256"":""3c48578e1abf0c03c9967dd6f57c3a399e6240dcf3cfc779332b11531dafefc0"",""pdf_page"":224,""printed_page"":""197""}]",,DETERMINATION OF THE HEATED PERIMETER OF STRUCTURAL STEEL BEAMS AND GIRDERS,ec10449190072e12403547612e5e97d52467450213283618899cde6e6a214016,7,,[],[],[],0.99,ibc2018:figure:8de96d27558f6f33f61114ba,0.72,[],[],[],portrait,"[224,224]","[""197"",""197""]",722.5.2,"[""poppler-line:5411f5991bf97d84c316""]",figure,[],[],provisional,722.5.2.1,fire-resistance assembly,unreviewed
missing,"[{""appendix"":null,""bbox"":[270.8,720.805,327.352,736.261],""chapter"":""16"",""line_id"":""poppler-line:7a0d6cd02966ae40d4ef"",""observed_text_sha256"":""85ded13f3b81ec7f91d9ada21f85731099150d4c1bb95aff8fed07dd14c6151d"",""pdf_page"":403,""printed_page"":""376""},{""appendix"":null,""bbox"":[264.776,694.711,367.503,710.168],""chapter"":""16"",""line_id"":""poppler-line:75c043ed2eac68fcfd14"",""observed_text_sha256"":""7601580fd5e009680195bdef567f9822f2c601e41bbc32944a1a855611a99b88"",""pdf_page"":404,""printed_page"":""377""}]",,"GROUND SNOW LOADS, pg, FOR THE UNITED STATES (psf) 376",ffeb09ae1a8498a88617ba6b4a5b0c2c8f2b7da89d2aaf211bb0cdf0545f5b5e,16,,[404],[],[],0.99,ibc2018:figure:8b41ef10657d1bf2de9df53b,0.68,[],[],[],portrait,"[403,404]","[""376"",""377""]",1608.2,"[""poppler-line:7a0d6cd02966ae40d4ef"",""poppler-line:75c043ed2eac68fcfd14""]",figure,[],[],provisional,1609.2,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[349.0,547.405,415.294,562.861],""chapter"":""16"",""line_id"":""poppler-line:f52d1917aa92c7fafcf9"",""observed_text_sha256"":""a6d8a2b6bb7dd1e31b83b1c0e3c54931b952853a01be2cdfe0c089319adcab33"",""pdf_page"":406,""printed_page"":""379""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY II BUILDINGS AND OTHER STRUCTURES",36a93a4d3f1e1df3a0adbf3670f85e58b26e31e07326a48cffb6274d142024c5,16,,[],[],[],0.99,ibc2018:figure:218ef9ff298e3a9493e79cad,0.68,[],[],[],portrait,"[406,406]","[""379"",""379""]",1609.3(1),"[""poppler-line:f52d1917aa92c7fafcf9""]",figure,[],[],provisional,1609.5.2,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[350.3,526.755,416.681,542.211],""chapter"":""16"",""line_id"":""poppler-line:21ccaca80647c0b353b3"",""observed_text_sha256"":""dbc268ac1e30c60f6a27fad7e8cb0d9d041e5ec16e67ece6975f92455b908af6"",""pdf_page"":407,""printed_page"":""380""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY III BUILDINGS AND OTHER STRUCTURES",dcd6881c08392e6791ba4ce267308c419ba1db2571fe96f65775c1a1adf9f1d5,16,,[],[],[],0.99,ibc2018:figure:d3e7e814c6c01a1453f47ede,0.68,[],[],[],portrait,"[407,407]","[""380"",""380""]",1609.3(2),"[""poppler-line:21ccaca80647c0b353b3""]",figure,[],[],provisional,1609.5.2,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[349.35,544.055,415.844,559.511],""chapter"":""16"",""line_id"":""poppler-line:f311a8876e5fed1f88c1"",""observed_text_sha256"":""4007f63d2de27995186a4b5f7b7bf8f0b558cb13d1345782674b6924cde42357"",""pdf_page"":408,""printed_page"":""381""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY IV BUILDINGS AND OTHER STRUCTURES",d39567a081377db506d56f99e12e0e83183af29bc9727e5a66d94ca948331f51,16,,[],[],[],0.99,ibc2018:figure:26d3f50320f8eb3381f24afc,0.68,[],[],[],portrait,"[408,408]","[""381"",""381""]",1609.3(3),"[""poppler-line:f311a8876e5fed1f88c1""]",figure,[],[],provisional,1609.5.2,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[346.6,527.105,412.981,542.561],""chapter"":""16"",""line_id"":""poppler-line:48a352aa55b03e3de7a2"",""observed_text_sha256"":""aae446e6d29cf6aab8f15268e1a6b35cd64cfab4978b8162e4ec84efd6422256"",""pdf_page"":409,""printed_page"":""382""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY I BUILDINGS AND OTHER STRUCTURES",a0cc454158feecc34525d7d106bfce5f89025b917f9df1109dacb9d50a7e3096,16,,[],[],[],0.99,ibc2018:figure:bf1e7af7a122a7cc3c8905e1,0.68,[],[],[],portrait,"[409,409]","[""382"",""382""]",1609.3(4),"[""poppler-line:48a352aa55b03e3de7a2""]",figure,[],[],provisional,1609.5.2,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[282.256,690.242,348.693,705.699],""chapter"":""16"",""line_id"":""poppler-line:345d8d918ccf496751dd"",""observed_text_sha256"":""2ad43da45ee2c1d18b91616a59d825454a0d5f00ace137f335ff958bd5b1daa6"",""pdf_page"":410,""printed_page"":""383""},{""appendix"":null,""bbox"":[239.6,690.555,352.202,706.011],""chapter"":""16"",""line_id"":""poppler-line:c5161040c5aa6873e767"",""observed_text_sha256"":""64e0035b8b5b575fd7ef76bbb0fff24dcdd39fd06622090235273390bee6ff73"",""pdf_page"":411,""printed_page"":""384""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY II BUILDINGS AND OTHER STRUCTURES IN HAWAII",a8dd37adb4d0763c0eabebb497aef51900d7e2257310517fc28a6ad9a39e0b6f,16,,[411],[],[],0.99,ibc2018:figure:5a39dbe4d054fb824d894ca9,0.68,[],[],[],portrait,"[410,411]","[""383"",""384""]",1609.3(5),"[""poppler-line:345d8d918ccf496751dd"",""poppler-line:c5161040c5aa6873e767""]",figure,[],[],provisional,1.5,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[282.256,689.676,348.694,705.133],""chapter"":""16"",""line_id"":""poppler-line:1baa661c5442acc1d539"",""observed_text_sha256"":""ed3fe642553834b35846096374795b10e8419cdb672113055b4882aab472f7f8"",""pdf_page"":412,""printed_page"":""385""},{""appendix"":null,""bbox"":[239.6,699.805,352.203,715.261],""chapter"":""16"",""line_id"":""poppler-line:701d10df68f235e3ce79"",""observed_text_sha256"":""a628c3143e64566434a5f5956a4171ce2e42c79794166ede3ef50e91197d3c51"",""pdf_page"":413,""printed_page"":""386""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY III BUILDINGS AND OTHER STRUCTURES IN HAWAII",c2a62fbbef6dc33ab72d5a09ceafc83ba8340aedc445c682335b53569b08826f,16,,[413],[],[],0.99,ibc2018:figure:36f39e1bfcd00224cdcf0202,0.68,[],[],[],portrait,"[412,413]","[""385"",""386""]",1609.3(6),"[""poppler-line:1baa661c5442acc1d539"",""poppler-line:701d10df68f235e3ce79""]",figure,[],[],provisional,1.5,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[283.444,688.432,349.995,703.889],""chapter"":""16"",""line_id"":""poppler-line:8d2e59960e991c3e26c8"",""observed_text_sha256"":""f6e97101a091bf1b541d17ca2ab9f4a01a7a52f8c57b825e842c4781d4339a42"",""pdf_page"":414,""printed_page"":""387""},{""appendix"":null,""bbox"":[239.6,696.455,352.203,711.911],""chapter"":""16"",""line_id"":""poppler-line:7320977993ecc738e595"",""observed_text_sha256"":""ac07570830d8a3e47055cfc0b7fe66ceac394a69ccdadadbc924e301cfdac80a"",""pdf_page"":415,""printed_page"":""388""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY IV BUILDINGS AND OTHER STRUCTURES IN HAWAII",cc473c0e0b9fa75d54666a76b7b50dcd2134a1298eaee11f16caaf2b10c62234,16,,[415],[],[],0.99,ibc2018:figure:b123cc2e6ebc0cf2ff30af16,0.68,[],[],[],portrait,"[414,415]","[""387"",""388""]",1609.3(7),"[""poppler-line:8d2e59960e991c3e26c8"",""poppler-line:7320977993ecc738e595""]",figure,[],[],provisional,1.5,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[282.652,686.056,349.033,701.513],""chapter"":""16"",""line_id"":""poppler-line:d15d7ebe577379e455d7"",""observed_text_sha256"":""ba740801df86c2e895d759b47bae13616b5adb718cf329b86edd768d1d11083a"",""pdf_page"":416,""printed_page"":""389""},{""appendix"":null,""bbox"":[239.95,696.655,352.439,712.111],""chapter"":""16"",""line_id"":""poppler-line:ce6915738d5526a75814"",""observed_text_sha256"":""53c23333d283c9f3415fbed78dd9fbe17ee0c176ebe92b36248ae0dce8a78528"",""pdf_page"":417,""printed_page"":""390""}]",,"BASIC DESIGN WIND SPEEDS, V, FOR RISK CATEGORY I BUILDINGS AND OTHER STRUCTURES IN HAWAII",5057d0cf71004911e74346538bdab9903d746881249823f4b1131267d744e91e,16,,[417],[],[],0.99,ibc2018:figure:1b028f65dd2122af8a7c6841,0.68,[],[],[],portrait,"[416,417]","[""389"",""390""]",1609.3(8),"[""poppler-line:d15d7ebe577379e455d7"",""poppler-line:ce6915738d5526a75814""]",figure,[],[],provisional,1.5,administrative map,unreviewed
missing,"[{""appendix"":null,""bbox"":[281.181,672.479,349.475,687.936],""chapter"":""16"",""line_id"":""poppler-line:7da874c1c9f3bb81b19d"",""observed_text_sha256"":""66fd99633a11636299eca7d0932d0cfbbff59cd23d9f3cac3069a6c51511127a"",""pdf_page"":420,""printed_page"":""393""},{""appendix"":null,""bbox"":[239.012,676.304,354.631,691.761],""chapter"":""16"",""line_id"":""poppler-line:dacb6f730902773cca57"",""observed_text_sha256"":""2f271d3789d89b2d8080b8cdc5d0b0d52943736004f600f63d96b751e5baa491"",""pdf_page"":421,""printed_page"":""394""},{""appendix"":null,""bbox"":[256.12,699.972,371.625,715.429],""chapter"":""16"",""line_id"":""poppler-line:84a2b69b5a14627413a3"",""observed_text_sha256"":""2f271d3789d89b2d8080b8cdc5d0b0d52943736004f600f63d96b751e5baa491"",""pdf_page"":422,""printed_page"":""395""},{""appendix"":null,""bbox"":[241.049,598.997,356.555,614.454],""chapter"":""16"",""line_id"":""poppler-line:2e1de1f544ade2d82aa3"",""observed_text_sha256"":""2f271d3789d89b2d8080b8cdc5d0b0d52943736004f600f63d96b751e5baa491"",""pdf_page"":423,""printed_page"":""396""},{""appendix"":null,""bbox"":[324.221,543.817,439.726,559.274],""chapter"":""16"",""line_id"":""poppler-line:67b5027e4d434116c068"",""observed_text_sha256"":""2f271d3789d89b2d8080b8cdc5d0b0d52943736004f600f63d96b751e5baa491"",""pdf_page"":424,""printed_page"":""397""}]",,"100-YEAR, 1-HOUR RAINFALL (INCHES) WESTERN UNITED STATES",0b5aa2ed9b7eae9ff9e7074ccd5f749a77ae4bdafd3750e0de9aa33c04c7a3c7,16,[P],"[421,422,423,424]",[],[],0.99,ibc2018:figure:600e043e876e4c02df8c148a,0.68,[],[],"[{""appendix"":null,""bbox"":[59.083,642.659,142.536,652.475],""chapter"":""16"",""line_id"":""poppler-line:27a64751587169b3bf23"",""observed_text_sha256"":""7186aa4dff1aeb49904af05eb5380ccfe55d2641cb02846f379cf22de98d1385"",""pdf_page"":420,""printed_page"":""393""},{""appendix"":null,""bbox"":[40.9,646.427,124.24,656.243],""chapter"":""16"",""line_id"":""poppler-line:2d8ecbfd938681c3daac"",""observed_text_sha256"":""7186aa4dff1aeb49904af05eb5380ccfe55d2641cb02846f379cf22de98d1385"",""pdf_page"":421,""printed_page"":""394""},{""appendix"":null,""bbox"":[62.081,670.152,145.422,679.968],""chapter"":""16"",""line_id"":""poppler-line:291165a5fe94307f557c"",""observed_text_sha256"":""7186aa4dff1aeb49904af05eb5380ccfe55d2641cb02846f379cf22de98d1385"",""pdf_page"":422,""printed_page"":""395""},{""appendix"":null,""bbox"":[45.2,569.177,128.484,578.993],""chapter"":""16"",""line_id"":""poppler-line:bed43f5da8bb4348984b"",""observed_text_sha256"":""7186aa4dff1aeb49904af05eb5380ccfe55d2641cb02846f379cf22de98d1385"",""pdf_page"":423,""printed_page"":""396""},{""appendix"":null,""bbox"":[54.15,513.827,137.49,523.643],""chapter"":""16"",""line_id"":""poppler-line:4e28e7f1204065ba9e37"",""observed_text_sha256"":""7186aa4dff1aeb49904af05eb5380ccfe55d2641cb02846f379cf22de98d1385"",""pdf_page"":424,""printed_page"":""397""}]",portrait,"[420,424]","[""393"",""397""]",1611.1,"[""poppler-line:7da874c1c9f3bb81b19d"",""poppler-line:dacb6f730902773cca57"",""poppler-line:84a2b69b5a14627413a3"",""poppler-line:2e1de1f544ade2d82aa3"",""poppler-line:67b5027e4d434116c068""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[259.4,676.755,332.482,692.211],""chapter"":""16"",""line_id"":""poppler-line:c22cb213b61b50f70093"",""observed_text_sha256"":""07348d67d97d9b827bd9118896caf409dd0f163dfdc0acfbef01b50b23dd46f8"",""pdf_page"":431,""printed_page"":""404""},{""appendix"":null,""bbox"":[253.688,694.428,373.105,709.885],""chapter"":""16"",""line_id"":""poppler-line:ed9c6fe15161b95f4c94"",""observed_text_sha256"":""2c88643375d7ba352aa98ac5db2bbbe62d4c20dd2f1b988e0f97da1f0dcde364"",""pdf_page"":432,""printed_page"":""405""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR THE CONTERMINOUS UNITED STATES OF 0.2-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING),a7bc8fdcb4aaac569e0053237e3e0a61985d2f68e0428c8016190bf80889408f,16,,[432],[],[],0.99,ibc2018:figure:95d054bb3d7c8c17031c1b64,0.68,[],[],[],portrait,"[431,432]","[""404"",""405""]",1613.2.1(1),"[""poppler-line:c22cb213b61b50f70093"",""poppler-line:ed9c6fe15161b95f4c94""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[258.1,686.855,331.036,702.311],""chapter"":""16"",""line_id"":""poppler-line:3da77b374846830eeb85"",""observed_text_sha256"":""cccca06a86c106a78042137e88ba0ede5ea9470e622ba059f2ff1881250fcb85"",""pdf_page"":433,""printed_page"":""406""},{""appendix"":null,""bbox"":[256.573,695.277,375.73,710.734],""chapter"":""16"",""line_id"":""poppler-line:41c71608b77c0775f9b3"",""observed_text_sha256"":""0ff819a022e6e4e5443fbcac4e526b716c6e038b53ff2324471647dcdc5e65da"",""pdf_page"":434,""printed_page"":""407""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR THE CONTERMINOUS UNITED STATES OF 1-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING),f4bd9afbf4566b7d8948cd922e7ca3c8bcd50e3a8351ceb697c98c8a2b5fb47f,16,,[434],[],[],0.99,ibc2018:figure:a0c18ecb524a815490d7008d,0.68,[],[],[],portrait,"[433,434]","[""406"",""407""]",1613.2.1(2),"[""poppler-line:3da77b374846830eeb85"",""poppler-line:41c71608b77c0775f9b3""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[259.05,702.805,332.042,718.261],""chapter"":""16"",""line_id"":""poppler-line:df4aaac78f33f32a08ac"",""observed_text_sha256"":""9512cca5fd4ac071ac37bfdbe7e1e0ec02223d043ad707490496369547993bf8"",""pdf_page"":435,""printed_page"":""408""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR HAWAII OF 0.2- AND 1-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING) 408 2018 INTERNATIONAL BUILDING CODE®,488636196e9eeda1df26d868270310bfcc9135d146a4cf480bd829fcb019da05,16,,[],[],[],0.99,ibc2018:figure:7761ae7b908258bc40a20cef,0.68,[],[],[],portrait,"[435,435]","[""408"",""408""]",1613.2.1(3),"[""poppler-line:df4aaac78f33f32a08ac""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[344.3,529.755,417.349,545.211],""chapter"":""16"",""line_id"":""poppler-line:6a046a100f7e547b3ae4"",""observed_text_sha256"":""16c90da7ad27a3c05683914d4a4a29ea557a73a10009768ab01d62ce2e049f62"",""pdf_page"":436,""printed_page"":""409""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR ALASKA OF 0.2-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING),be8f89fb1483b74d7384d797da081c82149c7bd672a62818b031bd8323806bd8,16,,[],[],[],0.99,ibc2018:figure:555a16ef64dad42a78532b52,0.68,[],[],[],portrait,"[436,436]","[""409"",""409""]",1613.2.1(4),"[""poppler-line:6a046a100f7e547b3ae4""]",figure,[],[],provisional,1616.3.2.3,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[342.5,488.355,415.549,503.811],""chapter"":""16"",""line_id"":""poppler-line:9d5f2f34b5740f88b507"",""observed_text_sha256"":""71fffcf5d351cdd331f7b3fad43eec61e089923f31d36f82894c0282ff693768"",""pdf_page"":437,""printed_page"":""410""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR ALASKA OF 1.0-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING),b3b2fbd4479ef2366539f5ec11759c9af45d8b2a5f205ba85c231487b4f60e9f,16,,[],[],[],0.99,ibc2018:figure:7f5e737f7a4b35909cff5aff,0.68,[],[],[],portrait,"[437,437]","[""410"",""410""]",1613.2.1(5),"[""poppler-line:9d5f2f34b5740f88b507""]",figure,[],[],provisional,1616.3.2.3,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[278.805,701.67,351.741,717.127],""chapter"":""16"",""line_id"":""poppler-line:20ed89b2e8da4bda2207"",""observed_text_sha256"":""15b92c2b2f0b844e3c432136d3be075909819883b28c9c06b4fc2164648d7bff"",""pdf_page"":438,""printed_page"":""411""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR PUERTO RICO AND THE UNITED STATES VIRGIN ISLANDS OF 0.2- AND 1-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING) 411,3e9b387f5edc0e713ec69555bb3d1c0b5222bec776be1180b3a0a4290956b991,16,,[],[],[],0.99,ibc2018:figure:ee4f857fb3732d054971e06b,0.68,[],[],[],portrait,"[438,438]","[""411"",""411""]",1613.2.1(6),"[""poppler-line:20ed89b2e8da4bda2207""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[257.15,697.755,330.199,713.211],""chapter"":""16"",""line_id"":""poppler-line:9f4ebcd3b8be95b58985"",""observed_text_sha256"":""2818039a8ae82c9037eac649cf7989eb4d246e300621c4e6c65f99f1b3cf53b3"",""pdf_page"":439,""printed_page"":""412""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR GUAM AND THE NORTHERN MARIANA ISLANDS OF 0.2- AND 1-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING),2d175b282908bd7e8eecd7f5bcfbb729cefb707bcf182c323ee04b03dd3ffefa,16,,[],[],[],0.99,ibc2018:figure:3744b22f9dc7471df8d6c2ed,0.68,[],[],[],portrait,"[439,439]","[""412"",""412""]",1613.2.1(7),"[""poppler-line:9f4ebcd3b8be95b58985""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
missing,"[{""appendix"":null,""bbox"":[281.068,698.389,354.287,713.845],""chapter"":""16"",""line_id"":""poppler-line:cf0d6098d30a716bd936"",""observed_text_sha256"":""46e9a0ffe773c149b64a7ede4c10009c705a16455de518e4552a1db66681f3eb"",""pdf_page"":440,""printed_page"":""413""}]",,RISK-TARGETED MAXIMUM CONSIDERED EARTHQUAKE (MCER) GROUND MOTION RESPONSE ACCELERATIONS FOR AMERICAN SAMOA OF 0.2- AND 1-SECOND SPECTRAL RESPONSE ACCELERATION (5% OF CRITICAL DAMPING),1db64dd236d674b0c8128c2ba4bb89e832b11e481e98c427fda2a1f7145d37eb,16,,[],[],[],0.99,ibc2018:figure:43a62dd3d38b559d173d4549,0.68,[],[],[],portrait,"[440,440]","[""413"",""413""]",1613.2.1(8),"[""poppler-line:cf0d6098d30a716bd936""]",figure,[],[],provisional,1.5,structural configuration,unreviewed
