applicability_conditions,exception_number,external_references,extraction_confidence,id,internal_references,marker_anchor,nested_exception_anchors,nested_exception_numbers,nested_structure,parent_locator,record_type,related_figures,related_tables,review_state,source_anchor
uninterpreted,,[],0.9,ibc2018:exception:518233bb368e7beafd08d435,[],"{""appendix"":null,""bbox"":[72.031,469.902,117.389,487.625],""chapter"":""1"",""line_id"":""poppler-line:86b3980273ec9555d1a8"",""observed_text_sha256"":""ee327964a14f18f5837411b8ac926b5e106730d381dd5102c07154fe33e9e46f"",""pdf_page"":28,""printed_page"":""1""}",[],[],single,101.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[72.031,469.902,117.389,487.625],""chapter"":""1"",""line_id"":""poppler-line:86b3980273ec9555d1a8"",""observed_text_sha256"":""ee327964a14f18f5837411b8ac926b5e106730d381dd5102c07154fe33e9e46f"",""pdf_page"":28,""printed_page"":""1""}"
uninterpreted,,[],0.9,ibc2018:exception:4de7438e17f2f07ba8130128,[],"{""appendix"":null,""bbox"":[52.106,485.791,285.781,503.462],""chapter"":""1"",""line_id"":""poppler-line:e972674097ee040e2302"",""observed_text_sha256"":""9c08d87fb3558e5787b7b077f5375bc19e8836578e88e53cc208e98c1b3cb7bd"",""pdf_page"":33,""printed_page"":""6""}",[],[],single,107.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[52.106,485.791,285.781,503.462],""chapter"":""1"",""line_id"":""poppler-line:e972674097ee040e2302"",""observed_text_sha256"":""9c08d87fb3558e5787b7b077f5375bc19e8836578e88e53cc208e98c1b3cb7bd"",""pdf_page"":33,""printed_page"":""6""}"
uninterpreted,,[],0.9,ibc2018:exception:4bdaf2fc5ec0113f0dd337f8,[],"{""appendix"":null,""bbox"":[329.938,444.471,551.863,462.141],""chapter"":""1"",""line_id"":""poppler-line:d5cdbbd6c21820aa87d2"",""observed_text_sha256"":""b631c18f8df0e19f4dd4cbb5c8dafa8f4e1bf10f7e3dac4f06f8713185569eda"",""pdf_page"":35,""printed_page"":""8""}",[],[],single,110.3.5,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.938,444.471,551.863,462.141],""chapter"":""1"",""line_id"":""poppler-line:d5cdbbd6c21820aa87d2"",""observed_text_sha256"":""b631c18f8df0e19f4dd4cbb5c8dafa8f4e1bf10f7e3dac4f06f8713185569eda"",""pdf_page"":35,""printed_page"":""8""}"
uninterpreted,,[],0.9,ibc2018:exception:937d995bc878f9cce2ed2203,[],"{""appendix"":null,""bbox"":[329.937,561.943,551.754,579.613],""chapter"":""1"",""line_id"":""poppler-line:3fb4ec87cec726813f16"",""observed_text_sha256"":""7dc810d4a783f7a79f962feb6b8a3c0d60c80ee52adfd0bc936c19a8566fae62"",""pdf_page"":35,""printed_page"":""8""}",[],[],single,110.3.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.937,561.943,551.754,579.613],""chapter"":""1"",""line_id"":""poppler-line:3fb4ec87cec726813f16"",""observed_text_sha256"":""7dc810d4a783f7a79f962feb6b8a3c0d60c80ee52adfd0bc936c19a8566fae62"",""pdf_page"":35,""printed_page"":""8""}"
uninterpreted,,[],0.9,ibc2018:exception:38a811e1783aa50cf99487a9,[],"{""appendix"":null,""bbox"":[71.951,614.01,305.957,631.681],""chapter"":""1"",""line_id"":""poppler-line:003cb50a71cbe4d55840"",""observed_text_sha256"":""7e489d349861aa66de794598403e4a5b187283d5ba820ca53c2d1fdbee399b30"",""pdf_page"":36,""printed_page"":""9""}",[],[],single,111.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.951,614.01,305.957,631.681],""chapter"":""1"",""line_id"":""poppler-line:003cb50a71cbe4d55840"",""observed_text_sha256"":""7e489d349861aa66de794598403e4a5b187283d5ba820ca53c2d1fdbee399b30"",""pdf_page"":36,""printed_page"":""9""}"
uninterpreted,,[],0.9,ibc2018:exception:7934c11e937426759bfdc5fe,[],"{""appendix"":null,""bbox"":[72.034,427.152,121.278,444.822],""chapter"":""4"",""line_id"":""poppler-line:17ec24e047d7b0b7b56f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":82,""printed_page"":""55""}","[{""appendix"":null,""bbox"":[83.931,445.708,305.982,458.052],""chapter"":""4"",""line_id"":""poppler-line:ced27c253c0c5bc7198b"",""observed_text_sha256"":""0c8f9ede4b858d8ad6f6375e44e262aa6c21969825092113277871f69e7637f5"",""pdf_page"":82,""printed_page"":""55""},{""appendix"":null,""bbox"":[83.931,471.382,306.506,483.726],""chapter"":""4"",""line_id"":""poppler-line:1088a6cf400020d81ca7"",""observed_text_sha256"":""3fb6205690d040f9cd3d1b32e1413f66a5386f81ba31aa768eb52a4e8b95ded7"",""pdf_page"":82,""printed_page"":""55""}]","[""1"",""2""]",numbered,402.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[72.034,427.152,121.278,444.822],""chapter"":""4"",""line_id"":""poppler-line:17ec24e047d7b0b7b56f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":82,""printed_page"":""55""}"
uninterpreted,,[],0.9,ibc2018:exception:26a4df00331dc34ab0268e33,[],"{""appendix"":null,""bbox"":[72.035,698.283,305.428,715.954],""chapter"":""4"",""line_id"":""poppler-line:1c2b74451c4b28fb9339"",""observed_text_sha256"":""b9d43f8d91bc7c139f5802b9c914555d002a83015af9f83d297bfb0e5aa35417"",""pdf_page"":82,""printed_page"":""55""}",[],[],single,402.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[72.035,698.283,305.428,715.954],""chapter"":""4"",""line_id"":""poppler-line:1c2b74451c4b28fb9339"",""observed_text_sha256"":""b9d43f8d91bc7c139f5802b9c914555d002a83015af9f83d297bfb0e5aa35417"",""pdf_page"":82,""printed_page"":""55""}"
uninterpreted,,[],0.9,ibc2018:exception:94593db4ee97619c9ae12192,[],"{""appendix"":null,""bbox"":[362.033,698.338,571.608,716.009],""chapter"":""4"",""line_id"":""poppler-line:93f907f75c1e3f062f93"",""observed_text_sha256"":""27e058a2cb14f21c6129a6606c5bcca864edfa27a1399d15431937b741b400be"",""pdf_page"":82,""printed_page"":""55""}",[],[],single,402.4.1.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[362.033,698.338,571.608,716.009],""chapter"":""4"",""line_id"":""poppler-line:93f907f75c1e3f062f93"",""observed_text_sha256"":""27e058a2cb14f21c6129a6606c5bcca864edfa27a1399d15431937b741b400be"",""pdf_page"":82,""printed_page"":""55""}"
uninterpreted,,[],0.9,ibc2018:exception:ca9cb74a7bf03a668391ceb4,[],"{""appendix"":null,""bbox"":[76.051,299.183,125.351,316.906],""chapter"":""4"",""line_id"":""poppler-line:7575713a23e7521e925d"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":83,""printed_page"":""56""}","[{""appendix"":null,""bbox"":[88.003,318.109,285.593,330.453],""chapter"":""4"",""line_id"":""poppler-line:5913aca2df6f033be731"",""observed_text_sha256"":""74fc2a85cf51790c9fa916e7ce76f49f68cd3bf601f34d92068d6446f9829ca2"",""pdf_page"":83,""printed_page"":""56""},{""appendix"":null,""bbox"":[88.003,388.05,285.571,400.394],""chapter"":""4"",""line_id"":""poppler-line:c8f8ab6642c6ae69293c"",""observed_text_sha256"":""6e60fdda525f488bb788fcbba84291204b96a87b837b7dc4c845818d1aebe79d"",""pdf_page"":83,""printed_page"":""56""}]","[""1"",""2""]",numbered,402.4.2.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.051,299.183,125.351,316.906],""chapter"":""4"",""line_id"":""poppler-line:7575713a23e7521e925d"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":83,""printed_page"":""56""}"
uninterpreted,,[],0.9,ibc2018:exception:da8ca927bafde44afa70bc23,[],"{""appendix"":null,""bbox"":[341.984,410.015,552.084,427.738],""chapter"":""4"",""line_id"":""poppler-line:17e9dd67dd553dc43540"",""observed_text_sha256"":""7ea1ba8472d8490ffbc7222623a95c7bcb4f6e081044da9ebe6b8b0938d3ec51"",""pdf_page"":83,""printed_page"":""56""}",[],[],single,402.5,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[341.984,410.015,552.084,427.738],""chapter"":""4"",""line_id"":""poppler-line:17e9dd67dd553dc43540"",""observed_text_sha256"":""7ea1ba8472d8490ffbc7222623a95c7bcb4f6e081044da9ebe6b8b0938d3ec51"",""pdf_page"":83,""printed_page"":""56""}"
uninterpreted,,[],0.9,ibc2018:exception:5262703013f5460f5f8226d3,[],"{""appendix"":null,""bbox"":[350.091,303.213,571.852,320.883],""chapter"":""4"",""line_id"":""poppler-line:f692711af2c51a23faeb"",""observed_text_sha256"":""e23a4932edec8a64c98116a2801360e2c39826e0fdf95606d59008075a159d22"",""pdf_page"":84,""printed_page"":""57""}",[],[],single,402.7.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[350.091,303.213,571.852,320.883],""chapter"":""4"",""line_id"":""poppler-line:f692711af2c51a23faeb"",""observed_text_sha256"":""e23a4932edec8a64c98116a2801360e2c39826e0fdf95606d59008075a159d22"",""pdf_page"":84,""printed_page"":""57""}"
uninterpreted,,[],0.9,ibc2018:exception:d242b54cea3396b8ad3d834d,[],"{""appendix"":null,""bbox"":[76.055,408.134,286.439,425.857],""chapter"":""4"",""line_id"":""poppler-line:f7f219196f6a06326e76"",""observed_text_sha256"":""5f76925a7561ec91c9bb25d0670a6047c0cc0e08000b8c108ba87f0173b13a80"",""pdf_page"":85,""printed_page"":""58""}",[],[],single,402.8.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.055,408.134,286.439,425.857],""chapter"":""4"",""line_id"":""poppler-line:f7f219196f6a06326e76"",""observed_text_sha256"":""5f76925a7561ec91c9bb25d0670a6047c0cc0e08000b8c108ba87f0173b13a80"",""pdf_page"":85,""printed_page"":""58""}"
uninterpreted,,[],0.9,ibc2018:exception:292fea22ebf88a0714a3be7f,[],"{""appendix"":null,""bbox"":[329.98,525.606,551.967,543.329],""chapter"":""4"",""line_id"":""poppler-line:69b78c581dfc26e4da62"",""observed_text_sha256"":""7becd19b13b5a10a8fe69b6d967437fe2142ab6f6347ae79fff658977d56d48a"",""pdf_page"":85,""printed_page"":""58""}",[],[],single,402.8.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.98,525.606,551.967,543.329],""chapter"":""4"",""line_id"":""poppler-line:69b78c581dfc26e4da62"",""observed_text_sha256"":""7becd19b13b5a10a8fe69b6d967437fe2142ab6f6347ae79fff658977d56d48a"",""pdf_page"":85,""printed_page"":""58""}"
uninterpreted,,[],0.9,ibc2018:exception:f1d0c2dfa1b09a7d4b5ac6ea,[],"{""appendix"":null,""bbox"":[386.018,167.417,571.604,185.088],""chapter"":""4"",""line_id"":""poppler-line:926b40ac44715030d601"",""observed_text_sha256"":""3af057143410d8ee67242c890270391b5fa443a2bcb22d0957096a72d22afef6"",""pdf_page"":86,""printed_page"":""59""}","[{""appendix"":null,""bbox"":[362.005,208.217,571.089,220.561],""chapter"":""4"",""line_id"":""poppler-line:d4214bdece3595bed08f"",""observed_text_sha256"":""a247f3ff75ed51ae62eb45baeeac6e0e6149afa5a5a62e1750e4da14ecbb6bfa"",""pdf_page"":86,""printed_page"":""59""},{""appendix"":null,""bbox"":[362.006,266.972,571.675,279.782],""chapter"":""4"",""line_id"":""poppler-line:7c68ad40372fccb52442"",""observed_text_sha256"":""13915effa3afb3594a23bd86e64fb06a97b90d9351166c43f01875489c36f1b6"",""pdf_page"":86,""printed_page"":""59""}]","[""2"",""3""]",numbered,402.8.7,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[386.018,167.417,571.604,185.088],""chapter"":""4"",""line_id"":""poppler-line:926b40ac44715030d601"",""observed_text_sha256"":""3af057143410d8ee67242c890270391b5fa443a2bcb22d0957096a72d22afef6"",""pdf_page"":86,""printed_page"":""59""}"
uninterpreted,,[],0.9,ibc2018:exception:0741b626b7965e531c6cf892,"[""ibc2018:cross-reference:660fcdd9843655c128278b17""]","{""appendix"":null,""bbox"":[71.952,346.309,305.875,363.98],""chapter"":""4"",""line_id"":""poppler-line:647081404debf9f0aa1f"",""observed_text_sha256"":""7b0e8683c6c9fab8ec2ad3c7a556ff43054de137e18697cd6be5a7c146dd2856"",""pdf_page"":86,""printed_page"":""59""}",[],[],single,403.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.952,346.309,305.875,363.98],""chapter"":""4"",""line_id"":""poppler-line:647081404debf9f0aa1f"",""observed_text_sha256"":""7b0e8683c6c9fab8ec2ad3c7a556ff43054de137e18697cd6be5a7c146dd2856"",""pdf_page"":86,""printed_page"":""59""}"
uninterpreted,,[],0.9,ibc2018:exception:f5a317bd455c89f1d2276b8d,[],"{""appendix"":null,""bbox"":[329.999,210.429,551.767,228.1],""chapter"":""4"",""line_id"":""poppler-line:1a79104dc67caf278e2e"",""observed_text_sha256"":""93da21590efbc087ea7c89a581bd8ea2e7124b6d923fda64031cc72d1e1f7ae5"",""pdf_page"":87,""printed_page"":""60""}",[],[],single,403.3.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.999,210.429,551.767,228.1],""chapter"":""4"",""line_id"":""poppler-line:1a79104dc67caf278e2e"",""observed_text_sha256"":""93da21590efbc087ea7c89a581bd8ea2e7124b6d923fda64031cc72d1e1f7ae5"",""pdf_page"":87,""printed_page"":""60""}"
uninterpreted,,[],0.9,ibc2018:exception:0ab56e82177805c9b192d49b,[],"{""appendix"":null,""bbox"":[52.06,473.15,285.724,490.82],""chapter"":""4"",""line_id"":""poppler-line:ba0d7d2a19126878137b"",""observed_text_sha256"":""4b3f2a0078bac070c819004bcf46409718d890ed46b81d637f7ff02e293a7324"",""pdf_page"":87,""printed_page"":""60""}","[{""appendix"":null,""bbox"":[63.956,502.994,286.011,515.337],""chapter"":""4"",""line_id"":""poppler-line:24f695247f1774f37c01"",""observed_text_sha256"":""50a73485a68f073b7742a8df02ffa36e185556f071cdf1c731aed232d29950a0"",""pdf_page"":87,""printed_page"":""60""},{""appendix"":null,""bbox"":[63.955,529.0,286.143,541.344],""chapter"":""4"",""line_id"":""poppler-line:a4fe807541c1c4e012f9"",""observed_text_sha256"":""fd3e4467dcb1bd0bf8e3ebdd434e7efed1de6fa17001934a8f3691760c1d4c34"",""pdf_page"":87,""printed_page"":""60""}]","[""1"",""2""]",numbered,403.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[52.06,473.15,285.724,490.82],""chapter"":""4"",""line_id"":""poppler-line:ba0d7d2a19126878137b"",""observed_text_sha256"":""4b3f2a0078bac070c819004bcf46409718d890ed46b81d637f7ff02e293a7324"",""pdf_page"":87,""printed_page"":""60""}"
uninterpreted,,[],0.9,ibc2018:exception:5ab6d80b88b970a51636a80c,[],"{""appendix"":null,""bbox"":[108.022,167.494,157.266,185.217],""chapter"":""4"",""line_id"":""poppler-line:acf2ae45302ee18534b0"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":88,""printed_page"":""61""}","[{""appendix"":null,""bbox"":[120.029,186.079,305.817,198.89],""chapter"":""4"",""line_id"":""poppler-line:522e16b65ccb2ddd4d41"",""observed_text_sha256"":""494c3c90ce9cc414f720fbcb8d5e131595b18a97af3ff152191f6e01528c33e4"",""pdf_page"":88,""printed_page"":""61""},{""appendix"":null,""bbox"":[120.003,245.336,305.903,257.68],""chapter"":""4"",""line_id"":""poppler-line:a017e28c27e6e35b23c6"",""observed_text_sha256"":""c29e56ff1f6d897c1717f742427b93d3392bf749b0cf51d23a47d1d8b0ab125b"",""pdf_page"":88,""printed_page"":""61""},{""appendix"":null,""bbox"":[83.925,281.247,305.876,293.591],""chapter"":""4"",""line_id"":""poppler-line:d204c03f09dc1254c2ec"",""observed_text_sha256"":""c79d4ee1c8af63ae03197b2fc5d65156b968271be02f54aaf00cf126eda8a12a"",""pdf_page"":88,""printed_page"":""61""},{""appendix"":null,""bbox"":[83.926,339.78,305.579,352.591],""chapter"":""4"",""line_id"":""poppler-line:a7f7bb4f26f03e53e3a2"",""observed_text_sha256"":""4bda9de3d3adb3300f0a7e41ba82fa8992a0e461e0b56165ae6b0e5ff8252a16"",""pdf_page"":88,""printed_page"":""61""}]","[""1"",""2"",""2"",""3""]",numbered,403.3.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[108.022,167.494,157.266,185.217],""chapter"":""4"",""line_id"":""poppler-line:acf2ae45302ee18534b0"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":88,""printed_page"":""61""}"
uninterpreted,,[],0.9,ibc2018:exception:40728137dfb23a49bd7fab0e,[],"{""appendix"":null,""bbox"":[96.044,534.836,305.937,552.558],""chapter"":""4"",""line_id"":""poppler-line:35a2a0ae4a18471dea55"",""observed_text_sha256"":""047f1c57e8207a8874ea0da1a3f8b097844ce69268eb08768bffe45acb301fea"",""pdf_page"":88,""printed_page"":""61""}",[],[],single,403.4.8.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[96.044,534.836,305.937,552.558],""chapter"":""4"",""line_id"":""poppler-line:35a2a0ae4a18471dea55"",""observed_text_sha256"":""047f1c57e8207a8874ea0da1a3f8b097844ce69268eb08768bffe45acb301fea"",""pdf_page"":88,""printed_page"":""61""}"
uninterpreted,,[],0.9,ibc2018:exception:3e1afc5111ed9aa3b1c56f0f,[],"{""appendix"":null,""bbox"":[350.024,646.719,399.324,664.442],""chapter"":""4"",""line_id"":""poppler-line:af2fecf40e7ac98a0c6f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":88,""printed_page"":""61""}","[{""appendix"":null,""bbox"":[362.031,665.193,571.681,678.004],""chapter"":""4"",""line_id"":""poppler-line:0c28400739c1b762d82d"",""observed_text_sha256"":""683443702160da9cafa3f323f764c45638e511496f53bb7960b63c4e722ae4d8"",""pdf_page"":88,""printed_page"":""61""}]","[""1""]",numbered,403.5.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[350.024,646.719,399.324,664.442],""chapter"":""4"",""line_id"":""poppler-line:af2fecf40e7ac98a0c6f"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":88,""printed_page"":""61""}"
uninterpreted,,[],0.9,ibc2018:exception:3928474876c598b4bf0ffe4a,[],"{""appendix"":null,""bbox"":[317.965,108.562,367.32,126.284],""chapter"":""4"",""line_id"":""poppler-line:e32057d1b11ef85f5335"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":89,""printed_page"":""62""}","[{""appendix"":null,""bbox"":[329.973,127.487,551.806,139.831],""chapter"":""4"",""line_id"":""poppler-line:6e2c2f4609bc2268984d"",""observed_text_sha256"":""f0a894ba293fa9601b24e67f2a3acea65c37bc74da6fdd7f1bacd0641dc953db"",""pdf_page"":89,""printed_page"":""62""},{""appendix"":null,""bbox"":[329.972,208.329,552.088,220.673],""chapter"":""4"",""line_id"":""poppler-line:368bb975d3d088f198fa"",""observed_text_sha256"":""8c2697f1809905b368ea5a3ab67f11157f24c8e29e982dc64a53ce3af6a7fa57"",""pdf_page"":89,""printed_page"":""62""}]","[""1"",""2""]",numbered,404.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[317.965,108.562,367.32,126.284],""chapter"":""4"",""line_id"":""poppler-line:e32057d1b11ef85f5335"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":89,""printed_page"":""62""}"
uninterpreted,,[],0.9,ibc2018:exception:d5c3dcb54b7194d7dea2b5c7,[],"{""appendix"":null,""bbox"":[318.02,293.208,551.688,310.93],""chapter"":""4"",""line_id"":""poppler-line:eb09dee6f8d2ff4bbb0a"",""observed_text_sha256"":""9dd1e3e5883e31f9bd90b0da615b75b43306752c051d0be95adecbe33103d8c7"",""pdf_page"":89,""printed_page"":""62""}",[],[],single,404.5,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[318.02,293.208,551.688,310.93],""chapter"":""4"",""line_id"":""poppler-line:eb09dee6f8d2ff4bbb0a"",""observed_text_sha256"":""9dd1e3e5883e31f9bd90b0da615b75b43306752c051d0be95adecbe33103d8c7"",""pdf_page"":89,""printed_page"":""62""}"
uninterpreted,,[],0.9,ibc2018:exception:9b42214bcc575c7c0ddc94e2,[],"{""appendix"":null,""bbox"":[318.02,389.044,367.32,406.767],""chapter"":""4"",""line_id"":""poppler-line:3cdc03a3a6a09cb918d7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":89,""printed_page"":""62""}","[{""appendix"":null,""bbox"":[329.972,407.97,551.819,420.314],""chapter"":""4"",""line_id"":""poppler-line:ba4e4ce00e939052185a"",""observed_text_sha256"":""f086b2e900045e4b5bbf85af8f205ef6665da6a55c1ea88fac7b4839aba74493"",""pdf_page"":89,""printed_page"":""62""}]","[""1""]",numbered,404.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[318.02,389.044,367.32,406.767],""chapter"":""4"",""line_id"":""poppler-line:3cdc03a3a6a09cb918d7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":89,""printed_page"":""62""}"
uninterpreted,,[],0.9,ibc2018:exception:fde504f21b6d301e89d78b26,[],"{""appendix"":null,""bbox"":[52.147,693.541,285.955,711.264],""chapter"":""4"",""line_id"":""poppler-line:00b5b5da4b28e207230e"",""observed_text_sha256"":""98edcc94839dfcf6e9305828773b2f3714b5e9ca68d968c921bb21cc180f7fed"",""pdf_page"":89,""printed_page"":""62""}",[],[],single,404.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[52.147,693.541,285.955,711.264],""chapter"":""4"",""line_id"":""poppler-line:00b5b5da4b28e207230e"",""observed_text_sha256"":""98edcc94839dfcf6e9305828773b2f3714b5e9ca68d968c921bb21cc180f7fed"",""pdf_page"":89,""printed_page"":""62""}"
uninterpreted,,[],0.9,ibc2018:exception:edfcfabadd2a769c307c87bb,[],"{""appendix"":null,""bbox"":[349.996,271.846,571.576,289.517],""chapter"":""4"",""line_id"":""poppler-line:a22f156796bc1605f5d5"",""observed_text_sha256"":""d0702897506922b1dfacbb8c8885a4e5e0bdcdc1fa17b74db52caccac9d9a389"",""pdf_page"":90,""printed_page"":""63""}",[],[],single,405.4.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[349.996,271.846,571.576,289.517],""chapter"":""4"",""line_id"":""poppler-line:a22f156796bc1605f5d5"",""observed_text_sha256"":""d0702897506922b1dfacbb8c8885a4e5e0bdcdc1fa17b74db52caccac9d9a389"",""pdf_page"":90,""printed_page"":""63""}"
uninterpreted,,[],0.9,ibc2018:exception:65acfbcb0f3bd6a8c2bc238e,"[""ibc2018:cross-reference:7fde436712018d0c9c898216""]","{""appendix"":null,""bbox"":[72.047,548.883,305.589,566.554],""chapter"":""4"",""line_id"":""poppler-line:e7e0afe99b3f92522fb3"",""observed_text_sha256"":""c243911e3fe56d8191047facdb2d971009c9720101f4ff1f425168e42a941bd3"",""pdf_page"":90,""printed_page"":""63""}","[{""appendix"":null,""bbox"":[83.944,576.339,305.816,589.149],""chapter"":""4"",""line_id"":""poppler-line:51cb7123eea5d6387176"",""observed_text_sha256"":""18d048bab475e4ce5a3e12bf1756e12abd889a1b5427b0b4add9bee0aac42aa5"",""pdf_page"":90,""printed_page"":""63""},{""appendix"":null,""bbox"":[83.944,600.187,306.433,612.998],""chapter"":""4"",""line_id"":""poppler-line:028b6d88395dd626388b"",""observed_text_sha256"":""c81f2ced50ebd5a9ceffc648465c07e63517faf635a3c77d25ceaaeee88888e5"",""pdf_page"":90,""printed_page"":""63""},{""appendix"":null,""bbox"":[83.944,624.432,223.692,636.776],""chapter"":""4"",""line_id"":""poppler-line:67ce4ca53b139ff0cd7f"",""observed_text_sha256"":""356fc54ea33cf339f7de2efa231ba726622927bb156d70815d8dedc59a1b00e6"",""pdf_page"":90,""printed_page"":""63""},{""appendix"":null,""bbox"":[83.944,637.15,305.581,649.96],""chapter"":""4"",""line_id"":""poppler-line:f805b3b6c1666efe8442"",""observed_text_sha256"":""eb99ae3217f37faf0d1a5e8299d07cb4ee07c073793e87dcb5132d62be340cb6"",""pdf_page"":90,""printed_page"":""63""},{""appendix"":null,""bbox"":[83.944,660.887,305.879,673.738],""chapter"":""4"",""line_id"":""poppler-line:ad50e4f9ccce1f3e1056"",""observed_text_sha256"":""0953d2700f9856817f17314969962a0fc765b541e2fb25cde4921a704fdbd69e"",""pdf_page"":90,""printed_page"":""63""},{""appendix"":null,""bbox"":[83.899,706.893,305.842,719.237],""chapter"":""4"",""line_id"":""poppler-line:dbd3dd343544fcb03cbf"",""observed_text_sha256"":""24f49ea88867afb0611158e16ef87625a4d78541f9296898f26a093db76d94e4"",""pdf_page"":90,""printed_page"":""63""}]","[""1"",""2"",""3"",""4"",""5"",""6""]",numbered,405.9,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[72.047,548.883,305.589,566.554],""chapter"":""4"",""line_id"":""poppler-line:e7e0afe99b3f92522fb3"",""observed_text_sha256"":""c243911e3fe56d8191047facdb2d971009c9720101f4ff1f425168e42a941bd3"",""pdf_page"":90,""printed_page"":""63""}"
uninterpreted,,[],0.9,ibc2018:exception:8123bff6777125ce24a56626,[],"{""appendix"":null,""bbox"":[329.996,153.185,552.149,170.856],""chapter"":""4"",""line_id"":""poppler-line:6cef20ce337f26ef0bb1"",""observed_text_sha256"":""d124f0bf329b52417cab8feaa941b8dc2af2842e2e798249fe58dc5b000250b0"",""pdf_page"":91,""printed_page"":""64""}",[],[],single,406.2.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.996,153.185,552.149,170.856],""chapter"":""4"",""line_id"":""poppler-line:6cef20ce337f26ef0bb1"",""observed_text_sha256"":""d124f0bf329b52417cab8feaa941b8dc2af2842e2e798249fe58dc5b000250b0"",""pdf_page"":91,""printed_page"":""64""}"
