applicability_conditions,exception_number,external_references,extraction_confidence,id,internal_references,marker_anchor,nested_exception_anchors,nested_exception_numbers,nested_structure,parent_locator,record_type,related_figures,related_tables,review_state,source_anchor
uninterpreted,,[],0.9,ibc2018:exception:862d084b1e69ce4943b35c93,[],"{""appendix"":null,""bbox"":[83.846,196.485,305.529,214.208],""chapter"":""16"",""line_id"":""poppler-line:b0e6b722a435dee6207b"",""observed_text_sha256"":""9a37fb41ecd52b0c90974e14fc170d9447b846788605e85a7468632bac8379fa"",""pdf_page"":392,""printed_page"":""365""}",[],[],single,1604.5.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.846,196.485,305.529,214.208],""chapter"":""16"",""line_id"":""poppler-line:b0e6b722a435dee6207b"",""observed_text_sha256"":""9a37fb41ecd52b0c90974e14fc170d9447b846788605e85a7468632bac8379fa"",""pdf_page"":392,""printed_page"":""365""}"
uninterpreted,,"[""ibc2018:citation:aad2145364b52bd6944ce584""]",0.9,ibc2018:exception:f547602552743ca12863a2fc,"[""ibc2018:cross-reference:fac19be35da64932ff167501""]","{""appendix"":null,""bbox"":[337.994,283.192,571.742,300.914],""chapter"":""16"",""line_id"":""poppler-line:62e1a6b261122eb14751"",""observed_text_sha256"":""9a4a4b7fc3db55e3b0ef1c37ebb24400a9e01262f318673b68a1c0b2abb20e3b"",""pdf_page"":392,""printed_page"":""365""}",[],[],single,1604.9,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[337.994,283.192,571.742,300.914],""chapter"":""16"",""line_id"":""poppler-line:62e1a6b261122eb14751"",""observed_text_sha256"":""9a4a4b7fc3db55e3b0ef1c37ebb24400a9e01262f318673b68a1c0b2abb20e3b"",""pdf_page"":392,""printed_page"":""365""}"
uninterpreted,,[],0.9,ibc2018:exception:57c646854d8ae58d17a3b4f3,"[""ibc2018:cross-reference:c717bf3906a7bfbfca15ad5c"",""ibc2018:cross-reference:f3fefef25e4a101a1e4988eb""]","{""appendix"":null,""bbox"":[330.028,291.747,379.383,308.247],""chapter"":""16"",""line_id"":""poppler-line:a8eade45b8a7af1c4251"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":393,""printed_page"":""366""}","[{""appendix"":null,""bbox"":[342.035,309.78,552.575,322.124],""chapter"":""16"",""line_id"":""poppler-line:77fe87bfafd5fee3d50e"",""observed_text_sha256"":""d2cc166164b67e4886f7a21131e7b8a8a318f8af09bda90dea648f70aeaba478"",""pdf_page"":393,""printed_page"":""366""},{""appendix"":null,""bbox"":[342.034,346.266,551.983,359.086],""chapter"":""16"",""line_id"":""poppler-line:3497f0ff92a6851ba52d"",""observed_text_sha256"":""58dc449c69777ce1d60fa28d63833c604c1f0db9701a7cba95e396f1ebb1e176"",""pdf_page"":393,""printed_page"":""366""},{""appendix"":null,""bbox"":[342.013,416.234,551.851,429.045],""chapter"":""16"",""line_id"":""poppler-line:4d689975bed93ab9c3ca"",""observed_text_sha256"":""9b91a57a864f191d1b87e1973396cfab8bf84693eea4ed5ce0d4434c2024647a"",""pdf_page"":393,""printed_page"":""366""},{""appendix"":null,""bbox"":[342.013,464.098,551.932,476.908],""chapter"":""16"",""line_id"":""poppler-line:d3604dbcc045fde35de0"",""observed_text_sha256"":""efabcc2fae5de170e1163f6f9f28c64f6459b0b83c4cc02e69992b6c089dbb53"",""pdf_page"":393,""printed_page"":""366""},{""appendix"":null,""bbox"":[342.013,501.06,551.773,513.87],""chapter"":""16"",""line_id"":""poppler-line:978ac214210b1fffe1fd"",""observed_text_sha256"":""c62124bb68cad27cd6208eaa307aac4fefa0ad34eb51316c29267e1b7ba16f25"",""pdf_page"":393,""printed_page"":""366""}]","[""1"",""2"",""3"",""4"",""5""]",numbered,0.6D,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[330.028,291.747,379.383,308.247],""chapter"":""16"",""line_id"":""poppler-line:a8eade45b8a7af1c4251"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":393,""printed_page"":""366""}"
uninterpreted,,[],0.9,ibc2018:exception:0ec74924a9256f26892f7a50,[],"{""appendix"":null,""bbox"":[52.098,485.548,101.286,502.048],""chapter"":""16"",""line_id"":""poppler-line:e928ad290846167eb478"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":393,""printed_page"":""366""}","[{""appendix"":null,""bbox"":[63.939,503.58,285.718,515.924],""chapter"":""16"",""line_id"":""poppler-line:2175acf00e13af592894"",""observed_text_sha256"":""c5e42f1224f05533417cddf61f6d5b2e92a26196dd4c067958c4539a0e799a23"",""pdf_page"":393,""printed_page"":""366""},{""appendix"":null,""bbox"":[63.938,540.202,285.839,553.012],""chapter"":""16"",""line_id"":""poppler-line:7abd2f34efa0d5f66b34"",""observed_text_sha256"":""82f74ab869e7073e79c4af633322ed03d50648fc89c561ad4a16f2f39945c83a"",""pdf_page"":393,""printed_page"":""366""}]","[""1"",""2""]",numbered,1605.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[52.098,485.548,101.286,502.048],""chapter"":""16"",""line_id"":""poppler-line:e928ad290846167eb478"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":393,""printed_page"":""366""}"
uninterpreted,,[],0.9,ibc2018:exception:6a3ed567d474d38dec477482,[],"{""appendix"":null,""bbox"":[84.007,507.123,133.251,524.793],""chapter"":""16"",""line_id"":""poppler-line:9206c4184fcb6cff1cfa"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":394,""printed_page"":""367""}","[{""appendix"":null,""bbox"":[96.014,526.011,306.444,538.355],""chapter"":""16"",""line_id"":""poppler-line:ea0b86b2ca8fe0c6d0fd"",""observed_text_sha256"":""d2cc166164b67e4886f7a21131e7b8a8a318f8af09bda90dea648f70aeaba478"",""pdf_page"":394,""printed_page"":""367""},{""appendix"":null,""bbox"":[96.013,562.516,305.997,575.324],""chapter"":""16"",""line_id"":""poppler-line:c6c1218ead9c8aeab3f7"",""observed_text_sha256"":""58dc449c69777ce1d60fa28d63833c604c1f0db9701a7cba95e396f1ebb1e176"",""pdf_page"":394,""printed_page"":""367""}]","[""1"",""2""]",numbered,0.9D,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[84.007,507.123,133.251,524.793],""chapter"":""16"",""line_id"":""poppler-line:9206c4184fcb6cff1cfa"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":394,""printed_page"":""367""}"
uninterpreted,,[],0.9,ibc2018:exception:1e47b2f7c35e4cb0e446e30c,[],"{""appendix"":null,""bbox"":[63.947,296.51,286.315,314.18],""chapter"":""16"",""line_id"":""poppler-line:8c282ee347ce2ea23b2d"",""observed_text_sha256"":""3ece080a22b501ebba5dd05e19df1ee412cddb95c6ce17ad6c0ffd9be88a5400"",""pdf_page"":397,""printed_page"":""370""}",[],[],single,1607.7.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.947,296.51,286.315,314.18],""chapter"":""16"",""line_id"":""poppler-line:8c282ee347ce2ea23b2d"",""observed_text_sha256"":""3ece080a22b501ebba5dd05e19df1ee412cddb95c6ce17ad6c0ffd9be88a5400"",""pdf_page"":397,""printed_page"":""370""}"
uninterpreted,,[],0.9,ibc2018:exception:ea13750a341df17d9bd91a69,[],"{""appendix"":null,""bbox"":[63.965,689.443,113.265,707.114],""chapter"":""16"",""line_id"":""poppler-line:3b8bfa80184254e7cdce"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":397,""printed_page"":""370""}","[{""appendix"":null,""bbox"":[76.138,707.501,285.583,719.845],""chapter"":""16"",""line_id"":""poppler-line:1fc0f1e9aefe9712bdf6"",""observed_text_sha256"":""9e46ea32cef0cdecb5671ec4b5439cbf7b0faf11659a0e8f5a9d78321c3ed767"",""pdf_page"":397,""printed_page"":""370""}]","[""1""]",numbered,4.5.1.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[63.965,689.443,113.265,707.114],""chapter"":""16"",""line_id"":""poppler-line:3b8bfa80184254e7cdce"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":397,""printed_page"":""370""}"
uninterpreted,,[],0.9,ibc2018:exception:c1843d0e229fca6c70655ee5,[],"{""appendix"":null,""bbox"":[374.095,406.892,571.845,426.433],""chapter"":""16"",""line_id"":""poppler-line:a55411b60d64e5bf93a3"",""observed_text_sha256"":""d4f3a49e7024bd85cc6addcaf6a3d8a07a2f4ea5647b84dd65108b3d8683208b"",""pdf_page"":398,""printed_page"":""371""}","[{""appendix"":null,""bbox"":[349.97,470.195,572.224,482.539],""chapter"":""16"",""line_id"":""poppler-line:323ed6199560913a5573"",""observed_text_sha256"":""b361c9beb2a4ea600ea4c2e6a86810c6d60b01cdf04f4b0562929436f98ef957"",""pdf_page"":398,""printed_page"":""371""},{""appendix"":null,""bbox"":[349.971,516.765,571.575,529.473],""chapter"":""16"",""line_id"":""poppler-line:633409ed1ea918beee24"",""observed_text_sha256"":""3f3ae8fc4e083ee21323f0ca3dfad35261105bc48cad9dfda7a0266b5d3f1705"",""pdf_page"":398,""printed_page"":""371""},{""appendix"":null,""bbox"":[349.932,563.843,571.901,576.653],""chapter"":""16"",""line_id"":""poppler-line:5c5c89f6e56f24f083f5"",""observed_text_sha256"":""931e1ca7160b125d694a5a24187389d96fea92d4fa2537d13016f50bd1baa7b7"",""pdf_page"":398,""printed_page"":""371""},{""appendix"":null,""bbox"":[374.058,654.211,567.22,666.555],""chapter"":""16"",""line_id"":""poppler-line:735a8e5f836d65b9e7cb"",""observed_text_sha256"":""1c327024400401808c1a7c64d82776ca736b404778aa3b2351392bbca9fefdb5"",""pdf_page"":398,""printed_page"":""371""}]","[""2"",""3"",""4"",""1""]",numbered,1607.11.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[374.095,406.892,571.845,426.433],""chapter"":""16"",""line_id"":""poppler-line:a55411b60d64e5bf93a3"",""observed_text_sha256"":""d4f3a49e7024bd85cc6addcaf6a3d8a07a2f4ea5647b84dd65108b3d8683208b"",""pdf_page"":398,""printed_page"":""371""}"
uninterpreted,,[],0.9,ibc2018:exception:3b4b2c2d797bbd183ee72599,[],"{""appendix"":null,""bbox"":[96.034,474.474,145.223,494.015],""chapter"":""16"",""line_id"":""poppler-line:d32c1800d33c47312257"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":398,""printed_page"":""371""}","[{""appendix"":null,""bbox"":[108.041,493.622,306.122,505.966],""chapter"":""16"",""line_id"":""poppler-line:b182ec7b5212ee86a842"",""observed_text_sha256"":""a1cf2e3958055abf12ba5584b4577471b8c1cb9a8fbd64e6047afb6234433680"",""pdf_page"":398,""printed_page"":""371""},{""appendix"":null,""bbox"":[108.041,551.381,305.371,564.191],""chapter"":""16"",""line_id"":""poppler-line:a1ec75670e87ee7f02f8"",""observed_text_sha256"":""629d43ec1cadb402e116d3dd981c8758dd8687f12f905195de8fa0c0c91fb2e2"",""pdf_page"":398,""printed_page"":""371""}]","[""1"",""2""]",numbered,1607.11.1.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[96.034,474.474,145.223,494.015],""chapter"":""16"",""line_id"":""poppler-line:d32c1800d33c47312257"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":398,""printed_page"":""371""}"
uninterpreted,,[],0.9,ibc2018:exception:cba8750b4a518db5a2c5a7e9,[],"{""appendix"":null,""bbox"":[96.035,629.351,305.7,648.892],""chapter"":""16"",""line_id"":""poppler-line:fa424a006bf5ab8b14da"",""observed_text_sha256"":""12acfa37cef4eda584c5d2446254896ae9f175dc0f3f6e325328cf88979c2a11"",""pdf_page"":398,""printed_page"":""371""}",[],[],single,1607.11.1.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[96.035,629.351,305.7,648.892],""chapter"":""16"",""line_id"":""poppler-line:fa424a006bf5ab8b14da"",""observed_text_sha256"":""12acfa37cef4eda584c5d2446254896ae9f175dc0f3f6e325328cf88979c2a11"",""pdf_page"":398,""printed_page"":""371""}"
uninterpreted,,[],0.9,ibc2018:exception:5327d68543ff0ee624486b53,[],"{""appendix"":null,""bbox"":[119.983,132.946,306.076,150.616],""chapter"":""16"",""line_id"":""poppler-line:e660198de6535411f586"",""observed_text_sha256"":""a105906f35233c95acc22edced36b6aa90aec23c2c233d9e009716d0ed3e70e6"",""pdf_page"":400,""printed_page"":""373""}","[{""appendix"":null,""bbox"":[95.968,184.037,305.564,196.381],""chapter"":""16"",""line_id"":""poppler-line:e394b1c50388b20b4743"",""observed_text_sha256"":""9a685bbba7bdea5441071f04636c58a43a8849d26abc8d86183f4b495a209137"",""pdf_page"":400,""printed_page"":""373""}]","[""2""]",numbered,1607.13.5.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[119.983,132.946,306.076,150.616],""chapter"":""16"",""line_id"":""poppler-line:e660198de6535411f586"",""observed_text_sha256"":""a105906f35233c95acc22edced36b6aa90aec23c2c233d9e009716d0ed3e70e6"",""pdf_page"":400,""printed_page"":""373""}"
uninterpreted,,[],0.9,ibc2018:exception:d8c9b9caef8f93717a91fee3,"[""ibc2018:cross-reference:d3a65e460b4bef0931463ee0""]","{""appendix"":null,""bbox"":[64.009,506.516,113.308,524.238],""chapter"":""16"",""line_id"":""poppler-line:49fdc739018302338dd7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":401,""printed_page"":""374""}","[{""appendix"":null,""bbox"":[76.127,524.501,285.642,536.845],""chapter"":""16"",""line_id"":""poppler-line:5a22bf6633ae2fa8bf59"",""observed_text_sha256"":""bb93e69a74faf1f48898fb1b9da561372a20ea5c6fdd418429a596b8ae2ce098"",""pdf_page"":401,""printed_page"":""374""}]","[""1""]",numbered,1609.1.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[64.009,506.516,113.308,524.238],""chapter"":""16"",""line_id"":""poppler-line:49fdc739018302338dd7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":401,""printed_page"":""374""}"
uninterpreted,,[],0.9,ibc2018:exception:c7fdeae51104f45b635f1722,[],"{""appendix"":null,""bbox"":[71.957,201.687,121.145,219.409],""chapter"":""16"",""line_id"":""poppler-line:cc46bad9edccd0c63e26"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":402,""printed_page"":""375""}","[{""appendix"":null,""bbox"":[83.853,219.506,306.594,231.85],""chapter"":""16"",""line_id"":""poppler-line:76a1dbf63054711c4d85"",""observed_text_sha256"":""1717f1f08ca0ef9d170304490f6fb300d03d63833401a23103853b592418063e"",""pdf_page"":402,""printed_page"":""375""}]","[""1""]",numbered,1609.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.957,201.687,121.145,219.409],""chapter"":""16"",""line_id"":""poppler-line:cc46bad9edccd0c63e26"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":402,""printed_page"":""375""}"
uninterpreted,,[],0.9,ibc2018:exception:a7a95b7dd9f80b11d967a62e,[],"{""appendix"":null,""bbox"":[329.994,538.521,551.714,556.192],""chapter"":""16"",""line_id"":""poppler-line:f06984a502671b64407f"",""observed_text_sha256"":""4ceb73fdd75579e54315b5814d50375a182fd2ef44605d494c0ab8768089ffc8"",""pdf_page"":405,""printed_page"":""378""}",[],[],single,1609.5.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.994,538.521,551.714,556.192],""chapter"":""16"",""line_id"":""poppler-line:f06984a502671b64407f"",""observed_text_sha256"":""4ceb73fdd75579e54315b5814d50375a182fd2ef44605d494c0ab8768089ffc8"",""pdf_page"":405,""printed_page"":""378""}"
uninterpreted,,[],0.9,ibc2018:exception:bf5537082b69204ac160e323,[],"{""appendix"":null,""bbox"":[338.026,369.481,571.441,385.982],""chapter"":""16"",""line_id"":""poppler-line:5e972a61671b01986050"",""observed_text_sha256"":""3e7d7eaff6c64b40d9ad9a960b2319cc6cd2dc473059e3b2063da662203d626c"",""pdf_page"":418,""printed_page"":""391""}",[],[],single,1610.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[338.026,369.481,571.441,385.982],""chapter"":""16"",""line_id"":""poppler-line:5e972a61671b01986050"",""observed_text_sha256"":""3e7d7eaff6c64b40d9ad9a960b2319cc6cd2dc473059e3b2063da662203d626c"",""pdf_page"":418,""printed_page"":""391""}"
uninterpreted,,"[""ibc2018:citation:4c40d9f5f3b5aba56ce892d0""]",0.9,ibc2018:exception:0bf8e55feb6e00e840b817f3,"[""ibc2018:cross-reference:fa5159f3e94d42f855d3c5e9""]","{""appendix"":null,""bbox"":[318.011,377.492,367.366,393.993],""chapter"":""16"",""line_id"":""poppler-line:cd81b8b5c92d12af0990"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":425,""printed_page"":""398""}","[{""appendix"":null,""bbox"":[330.018,394.585,551.928,406.928],""chapter"":""16"",""line_id"":""poppler-line:96475de0bc3ee17da34b"",""observed_text_sha256"":""f2ae83bfe5aa9678d51bf6cd7093e46973f4b3b4bcfcae11a34f5d349039cb2e"",""pdf_page"":425,""printed_page"":""398""},{""appendix"":null,""bbox"":[330.036,441.574,551.94,453.917],""chapter"":""16"",""line_id"":""poppler-line:968ab787bc104daa0f25"",""observed_text_sha256"":""04aa06e421d36ec82c7651e6dd74a6a31ceee04c699c19e238e8f79f38641174"",""pdf_page"":425,""printed_page"":""398""},{""appendix"":null,""bbox"":[330.036,488.607,551.979,500.951],""chapter"":""16"",""line_id"":""poppler-line:1cb97168ef03eb29b645"",""observed_text_sha256"":""ebb17051fdbae25813c455d1a0d02993d15bd20cd4f6ad77f1e4cfa45686cbed"",""pdf_page"":425,""printed_page"":""398""},{""appendix"":null,""bbox"":[330.037,513.562,552.0,525.906],""chapter"":""16"",""line_id"":""poppler-line:0c33a6e918ab67cb7572"",""observed_text_sha256"":""a2b53411265598b96be74915d2477639892bd20a743443be0361abfaddb3e82f"",""pdf_page"":425,""printed_page"":""398""},{""appendix"":null,""bbox"":[330.036,593.573,552.032,605.917],""chapter"":""16"",""line_id"":""poppler-line:6a83598af75092a2e8f5"",""observed_text_sha256"":""e6b9e06020c985dec30cccebd135f3f77728a5bcf7b7306b5eeb64e37e1075a1"",""pdf_page"":425,""printed_page"":""398""}]","[""1"",""2"",""3"",""4"",""5""]",numbered,1613.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[318.011,377.492,367.366,393.993],""chapter"":""16"",""line_id"":""poppler-line:cd81b8b5c92d12af0990"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":425,""printed_page"":""398""}"
uninterpreted,,[],0.9,ibc2018:exception:fe86dc4be534e55f94f52896,[],"{""appendix"":null,""bbox"":[349.889,415.52,571.513,433.19],""chapter"":""16"",""line_id"":""poppler-line:479748aacdd817289158"",""observed_text_sha256"":""dd6c0314db5beb49beb35bff66720ae54deae90419759d089bf6a6041b11e262"",""pdf_page"":428,""printed_page"":""401""}",[],[],single,1616.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[349.889,415.52,571.513,433.19],""chapter"":""16"",""line_id"":""poppler-line:479748aacdd817289158"",""observed_text_sha256"":""dd6c0314db5beb49beb35bff66720ae54deae90419759d089bf6a6041b11e262"",""pdf_page"":428,""printed_page"":""401""}"
uninterpreted,,[],0.9,ibc2018:exception:76fe0812bd7576d6479f8728,[],"{""appendix"":null,""bbox"":[76.068,231.715,285.957,249.386],""chapter"":""16"",""line_id"":""poppler-line:2b97034c8a03dadde26c"",""observed_text_sha256"":""a4b383deacc1ffffc2dfc1054edf1d38d3fd05be3910f3994b4b4ebba1486914"",""pdf_page"":429,""printed_page"":""402""}",[],[],single,1616.2.2.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.068,231.715,285.957,249.386],""chapter"":""16"",""line_id"":""poppler-line:2b97034c8a03dadde26c"",""observed_text_sha256"":""a4b383deacc1ffffc2dfc1054edf1d38d3fd05be3910f3994b4b4ebba1486914"",""pdf_page"":429,""printed_page"":""402""}"
uninterpreted,,[],0.9,ibc2018:exception:bb106f89c443a8e960459656,[],"{""appendix"":null,""bbox"":[329.931,570.315,551.982,588.038],""chapter"":""17"",""line_id"":""poppler-line:21e3df0895db57b3367e"",""observed_text_sha256"":""4e9ba3101ed9b136b523f435a5d4015e19c7e3db637a78f0e2e40cdd9e0f7684"",""pdf_page"":443,""printed_page"":""416""}",[],[],single,1704.2.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.931,570.315,551.982,588.038],""chapter"":""17"",""line_id"":""poppler-line:21e3df0895db57b3367e"",""observed_text_sha256"":""4e9ba3101ed9b136b523f435a5d4015e19c7e3db637a78f0e2e40cdd9e0f7684"",""pdf_page"":443,""printed_page"":""416""}"
uninterpreted,,[],0.9,ibc2018:exception:8c87a6145d9a822a955f994b,[],"{""appendix"":null,""bbox"":[52.05,702.56,101.349,720.283],""chapter"":""17"",""line_id"":""poppler-line:d1cf5fc343a9e5d44122"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":443,""printed_page"":""416""}","[{""appendix"":null,""bbox"":[63.946,720.093,286.0,732.904],""chapter"":""17"",""line_id"":""poppler-line:c0172381015c94c1ae56"",""observed_text_sha256"":""2a23a4ecd4cfecf872edb9e3cb0b9ad91f28f4ab58e0c66d0f3991a8e280e15d"",""pdf_page"":443,""printed_page"":""416""}]","[""1""]",numbered,1704.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[52.05,702.56,101.349,720.283],""chapter"":""17"",""line_id"":""poppler-line:d1cf5fc343a9e5d44122"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":443,""printed_page"":""416""}"
uninterpreted,,[],0.9,ibc2018:exception:e66ab76946208b8dc6fea80e,[],"{""appendix"":null,""bbox"":[71.949,505.558,305.514,523.228],""chapter"":""17"",""line_id"":""poppler-line:237b24ad81a1a391bee6"",""observed_text_sha256"":""cf421cdf8db132855d6ca2421e548a29b11b8a759dab818fb6675d6f37116e39"",""pdf_page"":444,""printed_page"":""417""}",[],[],single,1704.3.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.949,505.558,305.514,523.228],""chapter"":""17"",""line_id"":""poppler-line:237b24ad81a1a391bee6"",""observed_text_sha256"":""cf421cdf8db132855d6ca2421e548a29b11b8a759dab818fb6675d6f37116e39"",""pdf_page"":444,""printed_page"":""417""}"
uninterpreted,,[],0.9,ibc2018:exception:3e9c3297d8867b9d5a23095e,[],"{""appendix"":null,""bbox"":[317.987,146.005,551.932,163.676],""chapter"":""17"",""line_id"":""poppler-line:7d6f788f80fa59b1bd72"",""observed_text_sha256"":""5289870d80e2205c6fa94e7da6a7148423ccad80be6dbad0c7d70d40ffc1af40"",""pdf_page"":445,""printed_page"":""418""}",[],[],single,1705.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[317.987,146.005,551.932,163.676],""chapter"":""17"",""line_id"":""poppler-line:7d6f788f80fa59b1bd72"",""observed_text_sha256"":""5289870d80e2205c6fa94e7da6a7148423ccad80be6dbad0c7d70d40ffc1af40"",""pdf_page"":445,""printed_page"":""418""}"
uninterpreted,,[],0.9,ibc2018:exception:d9a5c818b4e1d4d5ad43d64c,[],"{""appendix"":null,""bbox"":[329.996,352.618,551.633,370.289],""chapter"":""17"",""line_id"":""poppler-line:0feb17d661e328d83ca0"",""observed_text_sha256"":""03bac6d7a4bde111f9270d118cd19fce6db03e33b124db5a77ec5e376facf38c"",""pdf_page"":445,""printed_page"":""418""}",[],[],single,1705.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.996,352.618,551.633,370.289],""chapter"":""17"",""line_id"":""poppler-line:0feb17d661e328d83ca0"",""observed_text_sha256"":""03bac6d7a4bde111f9270d118cd19fce6db03e33b124db5a77ec5e376facf38c"",""pdf_page"":445,""printed_page"":""418""}"
uninterpreted,,[],0.9,ibc2018:exception:e9d347cf8c4fbac8e8dcbd77,[],"{""appendix"":null,""bbox"":[317.935,615.837,551.71,633.508],""chapter"":""17"",""line_id"":""poppler-line:8972c573dc2f40b2bf7b"",""observed_text_sha256"":""3b327a1e775ef7101f0ef069de6c30bf90d63bcc790059be3da8369f9c691ae4"",""pdf_page"":445,""printed_page"":""418""}","[{""appendix"":null,""bbox"":[329.942,646.013,551.802,658.357],""chapter"":""17"",""line_id"":""poppler-line:c35d8475429eff334857"",""observed_text_sha256"":""c8b31f49881d54feca038d4e93b7570546ad6201302663b642f1ff59bc2bb541"",""pdf_page"":445,""printed_page"":""418""},{""appendix"":null,""bbox"":[329.942,683.197,552.462,695.54],""chapter"":""17"",""line_id"":""poppler-line:e442c09c19d44b829b13"",""observed_text_sha256"":""c56d8251d1ce8ac793d243222b28c2f0a0ad67294299a34d46a428b90ce3da1a"",""pdf_page"":445,""printed_page"":""418""}]","[""1"",""2""]",numbered,1705.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[317.935,615.837,551.71,633.508],""chapter"":""17"",""line_id"":""poppler-line:8972c573dc2f40b2bf7b"",""observed_text_sha256"":""3b327a1e775ef7101f0ef069de6c30bf90d63bcc790059be3da8369f9c691ae4"",""pdf_page"":445,""printed_page"":""418""}"
uninterpreted,,[],0.9,ibc2018:exception:89b6bc6186a1d4fd1b1f8e3c,[],"{""appendix"":null,""bbox"":[72.007,612.697,305.893,630.367],""chapter"":""17"",""line_id"":""poppler-line:f9a73e51bd03a0caabed"",""observed_text_sha256"":""3b327a1e775ef7101f0ef069de6c30bf90d63bcc790059be3da8369f9c691ae4"",""pdf_page"":446,""printed_page"":""419""}","[{""appendix"":null,""bbox"":[83.904,641.544,305.768,653.888],""chapter"":""17"",""line_id"":""poppler-line:19cc928f6f343205c4a4"",""observed_text_sha256"":""9396c89b4990efb3c7b84d7ae45aea5d4823bcf6261ebf2e4be547f516b5cb38"",""pdf_page"":446,""printed_page"":""419""},{""appendix"":null,""bbox"":[83.904,699.478,306.014,711.822],""chapter"":""17"",""line_id"":""poppler-line:f6caf8ad3a3ebe09a9b9"",""observed_text_sha256"":""03c2cca6157ed2c8470b9a4dde808c5e15564060b0600c07f20fd3750d8d8552"",""pdf_page"":446,""printed_page"":""419""}]","[""1"",""2""]",numbered,1705.4,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[72.007,612.697,305.893,630.367],""chapter"":""17"",""line_id"":""poppler-line:f9a73e51bd03a0caabed"",""observed_text_sha256"":""3b327a1e775ef7101f0ef069de6c30bf90d63bcc790059be3da8369f9c691ae4"",""pdf_page"":446,""printed_page"":""419""}"
